PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality
533350020,2497,373000,20,RL,94.0,17778,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,4,3,3,5,1632.0,3,829.0,0.0,2461.0,GasA,Gd,Y,SBrkr,2497,0,0,1,0,2,0,2,1,Gd,7,Typ,2,4,Attchd,1981,2,2,676.0,3,3,Y,266,0,0,0,0,0,0,0,None,0,3,2007,WD ,Normal,6,7
904301100,1152,159900,90,RL,0.0,10547,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,4,4,3,6,1152.0,1,0.0,0.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,2,0,2,0,2,2,TA,6,Typ,0,0,Detchd,1978,1,2,252.0,3,2,N,0,0,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,1,4
535403010,1044,139000,20,RL,78.0,10180,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,3,3,1,3,744.0,1,0.0,168.0,912.0,GasA,TA,Y,SBrkr,1044,0,0,0,1,1,1,3,1,TA,5,Typ,1,2,Attchd,1968,3,2,372.0,3,3,Y,200,48,0,0,0,0,0,2,Shed,450,6,2008,WD ,Normal,1,5
923277030,816,130500,20,RL,60.0,6600,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,3,3,1,5,641.0,1,0.0,175.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,0,1,1,0,3,1,Gd,5,Typ,1,5,Attchd,1982,1,2,264.0,3,3,Y,0,0,0,0,0,0,0,3,None,0,10,2008,WD ,Normal,3,6
527184110,1321,212000,120,RL,35.0,5118,Pave,0,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,3,3,6,926.0,1,0.0,386.0,1312.0,GasA,Gd,Y,SBrkr,1321,0,0,1,0,1,0,1,1,Gd,4,Typ,1,3,Attchd,1990,2,2,484.0,3,3,Y,0,64,140,0,0,0,0,0,None,0,8,2007,WD ,Normal,5,10
535152060,1056,139000,20,RL,70.0,8176,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,3,846.0,1,0.0,210.0,1056.0,GasA,Fa,Y,SBrkr,1056,0,0,1,0,1,0,3,1,TA,6,Typ,0,0,Attchd,1958,2,2,308.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,8,2007,WD ,Normal,1,5
527166010,1983,225000,60,RL,0.0,10762,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,4,3,1,6,694.0,1,0.0,284.0,978.0,GasA,Ex,Y,SBrkr,1005,978,0,0,0,2,1,3,1,Gd,9,Typ,1,3,Attchd,1999,3,2,490.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,5,2009,WD ,Normal,5,10
903206170,1635,210000,50,RL,70.0,8737,Pave,0,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,Ex,Y,FuseA,915,720,0,0,0,1,1,3,1,TA,6,Typ,1,4,Detchd,1923,1,2,440.0,3,3,Y,0,38,0,144,0,0,0,0,None,0,5,2007,WD ,Normal,0,5
534226120,925,117500,20,RL,70.0,9100,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,3,1,4,338.0,3,466.0,121.0,925.0,GasA,Ex,Y,SBrkr,925,0,0,0,1,1,0,2,1,TA,5,Typ,0,0,Detchd,1965,1,2,429.0,3,3,Y,0,0,0,0,0,0,0,2,None,0,7,2009,WD ,Normal,1,5
527355060,1857,188900,60,RL,81.0,10530,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,945.0,945.0,GasA,TA,Y,SBrkr,945,912,0,0,0,2,1,4,1,TA,8,Typ,1,3,Attchd,1978,2,2,482.0,3,3,Y,400,105,0,0,0,0,0,4,None,0,7,2006,WD ,Normal,1,6
909282060,1609,199500,70,RL,70.0,12320,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,Ex,Y,SBrkr,959,650,0,0,0,1,1,3,1,Gd,8,Typ,2,4,2Types,1932,1,2,579.0,3,3,Y,0,0,0,0,104,0,0,2,None,0,5,2006,WD ,Normal,5,2
527127150,1338,213500,120,RL,41.0,4920,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,3,2,6,616.0,1,0.0,722.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,0,1,0,2,0,2,1,Gd,6,Typ,0,0,Attchd,2001,3,2,582.0,3,3,Y,0,0,170,0,0,0,0,0,None,0,4,2010,WD ,Normal,5,10
528365070,2646,260000,60,RL,90.0,9900,Pave,0,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,4,3,3,6,987.0,1,0.0,360.0,1347.0,GasA,Ex,Y,SBrkr,1372,1274,0,1,0,2,1,4,1,Gd,9,Typ,1,3,Attchd,1993,2,2,656.0,3,3,Y,340,60,144,0,0,0,0,0,None,0,4,2009,WD ,Normal,6,7
909475140,1801,289000,20,RL,100.0,15602,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,3,3,1,5,1247.0,1,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,0,1,0,2,0,1,1,TA,6,Typ,2,3,Attchd,1959,3,2,484.0,3,3,Y,0,54,0,0,161,0,0,2,None,0,3,2010,WD ,Normal,5,2
906380190,1208,206000,20,RL,64.0,6762,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,Gd,TA,PConc,4,3,4,6,686.0,1,0.0,501.0,1187.0,GasA,Ex,Y,SBrkr,1208,0,0,1,0,2,0,2,1,Gd,6,Typ,0,0,Attchd,2006,2,2,632.0,3,3,Y,105,61,0,0,0,0,0,0,None,0,2,2010,WD ,Normal,1,3
535177110,1721,174850,20,RL,80.0,9736,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,TA,TA,CBlock,3,3,1,4,668.0,3,138.0,525.0,1331.0,GasA,Gd,Y,SBrkr,1721,0,0,0,0,1,0,4,1,TA,8,Typ,3,3,Attchd,1957,1,2,464.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,4,2007,WD ,Normal,1,5
527401160,1792,136000,90,RL,60.0,9000,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,TA,Y,SBrkr,896,896,0,0,0,2,2,4,2,TA,8,Typ,0,0,NoGarage,0,0,0,0.0,0,0,Y,32,45,0,0,0,0,0,0,None,0,9,2009,WD ,Normal,1,5
902400110,3608,475000,75,RM,90.0,22950,Pave,0,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,GasA,Ex,Y,SBrkr,1518,1518,572,0,0,2,1,4,1,Ex,12,Typ,2,3,Detchd,1892,1,2,840.0,5,3,Y,0,260,0,0,410,0,0,4,None,0,6,2006,WD ,Normal,0,5
527353080,1725,197000,60,RL,80.0,11584,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,BrkFace,96.0,TA,TA,CBlock,3,3,1,6,315.0,3,110.0,114.0,539.0,GasA,TA,Y,SBrkr,1040,685,0,0,0,2,1,3,1,TA,6,Typ,1,3,Attchd,1979,2,2,550.0,3,3,Y,0,88,216,0,0,0,0,0,None,0,11,2007,WD ,Normal,1,6
534278170,964,137500,20,RL,76.0,8243,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56.0,TA,Gd,CBlock,3,3,1,5,700.0,1,0.0,264.0,964.0,GasA,Ex,Y,SBrkr,964,0,0,0,0,1,0,3,1,TA,5,Typ,1,2,Detchd,1961,3,2,784.0,3,3,Y,170,0,0,0,0,0,0,4,None,0,2,2007,WD ,Normal,1,5
533252020,1208,165000,20,RL,0.0,11250,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,4,3,1,5,767.0,1,0.0,441.0,1208.0,GasA,TA,Y,SBrkr,1208,0,0,1,0,1,1,3,1,TA,6,Typ,1,3,Attchd,1977,2,2,546.0,3,3,Y,198,42,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,6,7
923202220,2034,130000,20,RL,200.0,43500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,2034,0,0,0,0,1,0,2,1,TA,9,Min1,0,0,2Types,1953,2,2,1041.0,3,3,N,483,266,0,0,0,561,2,4,None,0,6,2007,WD ,Normal,3,6
907251100,1989,255000,60,RL,90.0,11367,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,4,3,2,6,932.0,1,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091,898,0,1,0,2,1,3,1,Gd,7,Typ,1,4,Attchd,2002,3,2,586.0,3,3,Y,199,60,0,0,0,0,0,0,None,0,11,2006,WD ,Normal,1,3
535451190,1040,109500,20,RL,60.0,7200,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1950,1,2,625.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,1,5
902103150,1323,122600,50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,Ex,Y,SBrkr,948,375,0,0,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1948,1,2,400.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,7,2008,WD ,Normal,0,5
902128020,864,105000,20,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,Ex,Y,SBrkr,864,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Detchd,1950,2,2,528.0,3,3,Y,0,0,0,0,115,0,0,0,None,0,8,2006,COD,Normal,0,5
911102090,1361,89000,70,C (all),60.0,5280,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,1,2,1,1,0.0,1,0.0,173.0,173.0,GasA,Ex,N,SBrkr,825,536,0,0,0,1,0,2,1,TA,6,Typ,0,0,Detchd,1895,1,2,185.0,2,3,Y,0,123,0,0,0,0,0,0,None,0,7,2008,WD ,Normal,0,6
903425340,960,129000,190,RL,60.0,9873,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,3,3,4,5,789.0,1,0.0,171.0,960.0,GasW,TA,N,SBrkr,960,0,0,1,0,1,0,3,1,TA,6,Typ,0,0,Detchd,1970,1,2,576.0,3,3,Y,0,288,0,0,0,0,0,0,None,0,5,2006,WD ,Normal,0,5
527402200,1004,149000,20,RL,0.0,11241,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,3,3,1,5,578.0,1,0.0,426.0,1004.0,GasA,Ex,Y,SBrkr,1004,0,0,1,0,1,0,2,1,TA,5,Typ,1,3,Attchd,1970,3,2,480.0,3,3,Y,0,0,0,0,0,0,0,0,Shed,700,3,2010,WD ,Normal,1,5
527301080,1440,182900,20,RL,0.0,12546,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,310.0,Gd,Gd,CBlock,4,3,1,4,678.0,1,0.0,762.0,1440.0,GasA,Ex,Y,SBrkr,1440,0,0,0,0,2,0,3,1,Gd,7,Typ,1,3,Attchd,1981,3,2,467.0,3,3,Y,0,0,99,0,0,0,0,0,None,0,4,2007,WD ,Normal,1,6
923275140,833,112000,20,RL,0.0,8780,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,3,3,1,5,625.0,1,0.0,208.0,833.0,GasA,Ex,Y,SBrkr,833,0,0,1,0,1,0,3,1,TA,5,Typ,0,0,NoGarage,0,0,0,0.0,0,0,Y,0,0,0,0,0,0,0,3,None,0,3,2009,WD ,Normal,3,6
535475010,1806,144750,60,RL,76.0,7570,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,TA,Y,SBrkr,993,813,0,0,0,1,1,4,1,TA,8,Typ,0,0,Attchd,1964,1,2,483.0,3,3,Y,0,55,0,0,0,0,0,0,None,0,3,2009,WD ,Normal,1,5
532354230,864,122000,20,RL,0.0,9079,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,3,3,1,4,864.0,1,0.0,0.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0,0,1,0,2,1,TA,5,Typ,0,0,Attchd,1961,1,2,440.0,3,3,Y,158,0,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,5,2
528150040,1802,372000,20,RL,94.0,13615,Pave,0,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,5,3,3,1,0.0,1,0.0,1802.0,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,0,0,2,1,3,1,Ex,7,Typ,1,4,Attchd,2006,3,2,843.0,3,3,Y,158,105,0,0,0,0,0,0,None,0,6,2007,WD ,Normal,5,10
533244040,2362,312500,60,FV,106.0,8413,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,5,3,2,6,901.0,1,0.0,319.0,1220.0,GasA,Ex,Y,SBrkr,1220,1142,0,1,0,2,1,3,1,Gd,8,Typ,2,3,Attchd,1998,2,2,1105.0,4,3,Y,147,0,36,0,144,0,0,0,None,0,6,2007,WD ,Normal,6,7
531450030,1737,175000,60,RL,75.0,8285,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,4,3,1,6,397.0,1,0.0,439.0,836.0,GasA,Gd,Y,SBrkr,844,893,0,0,1,2,1,3,1,Gd,7,Typ,0,0,Attchd,1992,3,2,506.0,3,3,Y,192,85,0,0,0,0,0,0,None,0,5,2008,WD ,Normal,5,2
527354040,1872,241500,20,RL,80.0,10400,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,4,3,4,6,929.0,1,0.0,916.0,1845.0,GasA,Gd,Y,SBrkr,1872,0,0,0,1,2,0,3,1,TA,6,Typ,1,3,Attchd,1988,3,2,604.0,3,3,Y,197,39,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,1,6
535305120,1575,155000,20,RL,75.0,10170,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,3,3,1,1,0.0,1,0.0,216.0,216.0,GasA,TA,Y,SBrkr,1575,0,0,0,0,1,1,2,1,Gd,5,Typ,1,4,Attchd,1951,1,2,400.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,6,2006,WD ,Normal,1,5
535151100,1008,131000,20,RL,65.0,6860,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54.0,TA,TA,CBlock,3,3,1,6,908.0,1,0.0,100.0,1008.0,GasA,Ex,Y,SBrkr,1008,0,0,1,0,1,0,3,1,Fa,6,Typ,0,0,Detchd,1956,1,2,308.0,3,3,Y,0,0,0,0,0,0,0,0,None,0,12,2007,WD ,Normal,1,5
902304040,2210,117500,70,RM,90.0,9900,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,3,2,1,0.0,1,0.0,1008.0,1008.0,GasW,TA,Y,SBrkr,1178,1032,0,0,0,2,0,5,1,Fa,8,Typ,0,0,Detchd,1880,1,2,205.0,2,3,N,0,48,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,0,5
906392130,1422,173000,60,RL,79.0,11646,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,4,1,0.0,1,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,0,0,2,1,3,1,Gd,7,Typ,1,4,Attchd,2005,3,2,440.0,3,3,Y,36,28,0,0,0,0,0,0,None,0,7,2009,WD ,Normal,1,3
528358030,2726,350000,60,RL,83.0,10019,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,4,3,1,5,527.0,1,0.0,815.0,1342.0,GasA,Ex,Y,SBrkr,1358,1368,0,0,0,2,1,4,1,Gd,9,Typ,1,5,Attchd,1995,2,2,725.0,3,3,Y,307,169,168,0,0,0,0,0,None,0,6,2006,WD ,Normal,6,7
906380210,1290,200000,20,RL,64.0,6762,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,3,4,6,902.0,1,0.0,380.0,1282.0,GasA,Ex,Y,SBrkr,1290,0,0,1,0,2,0,2,1,Gd,6,Typ,1,4,Attchd,2007,2,2,662.0,3,3,Y,168,0,0,0,0,0,0,0,None,0,5,2009,WD ,Normal,1,3
527452100,958,128000,120,RL,0.0,4928,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,4,3,1,5,120.0,1,0.0,958.0,1078.0,GasA,TA,Y,SBrkr,958,0,0,0,0,2,0,2,1,TA,5,Typ,1,3,Attchd,1976,2,2,440.0,3,3,Y,0,205,0,0,0,0,0,0,None,0,2,2007,WD ,Normal,1,6
527450150,1218,113000,160,RM,21.0,1890,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,3,3,1,4,356.0,1,0.0,316.0,672.0,GasA,TA,Y,SBrkr,672,546,0,0,0,1,1,3,1,TA,7,Typ,0,0,Detchd,1973,1,2,264.0,3,3,Y,144,28,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,1,6
907125090,965,159000,85,RL,82.0,11105,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,4,2,4,6,870.0,1,0.0,0.0,870.0,GasA,Gd,Y,SBrkr,965,0,0,1,0,1,0,2,1,TA,4,Typ,0,0,Attchd,1996,1,2,580.0,4,3,Y,71,0,0,0,0,0,0,4,None,0,7,2010,WD ,Normal,1,3
908130020,914,117250,20,RL,75.0,8050,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,3,4,6,475.0,5,297.0,142.0,914.0,GasA,Ex,Y,SBrkr,914,0,0,1,0,1,0,2,1,Gd,4,Typ,0,0,NoGarage,0,0,0,0.0,0,0,N,32,0,0,0,0,0,0,0,None,0,4,2006,WD ,Normal,1,4
907194160,1444,203000,20,RL,65.0,10739,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1,0,2,0,3,1,Gd,6,Typ,0,0,Attchd,2002,2,2,577.0,3,3,Y,144,40,0,0,0,0,0,0,None,0,4,2009,WD ,Normal,1,3
907131060,1308,175000,60,RL,57.0,10021,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,4,3,1,6,539.0,1,0.0,96.0,635.0,GasA,Ex,Y,SBrkr,646,662,0,1,0,2,1,3,1,Gd,6,Typ,0,0,Attchd,1997,2,2,497.0,3,3,Y,142,54,0,0,0,0,0,0,None,0,5,2007,WD ,Normal,1,3
531363060,1080,141000,20,RL,63.0,7500,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,4,3,1,6,680.0,1,0.0,400.0,1080.0,GasA,Ex,Y,SBrkr,1080,0,0,1,0,1,0,3,1,Gd,6,Typ,0,0,NoGarage,0,0,0,0.0,0,0,Y,0,0,0,0,0,0,0,0,None,0,4,2008,WD ,Normal,5,2
903484110,1403,116000,190,RM,60.0,10320,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,3,3,1,3,276.0,5,262.0,160.0,698.0,GasA,Ex,Y,FuseF,754,649,0,1,0,1,1,3,1,TA,7,Typ,0,0,Detchd,1915,1,2,308.0,3,3,Y,0,0,288,0,0,0,0,0,None,0,2,2009,WD ,Normal,0,6
