PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
903206170,1635,5,6,5,0,1923,1,1,3,1950,6,7,8737,915,720,1065,3,3,4,210000,225751.09920789558,-15751.099207895575,914 BROOKRIDGE AVE,BrkSide
906382060,1500,3,7,9,1,2006,2,0,3,2006,8,5,8760,1500,-,1489,4,3,4,212999,228704.569824072,-15705.569824072008,314 HARTFORD DR,CollgCr
528235160,1959,10,5,6,5,2004,2,1,4,2005,7,5,11796,847,1112,847,4,3,4,215000,230704.51053587798,-15704.510535877984,3908 WELBECK DR,Gilbert
528292060,2322,10,5,6,5,1999,2,1,4,2000,7,5,12460,1037,1285,1037,3,3,4,225000,240620.34925267159,-15620.349252671585,2416 GRANT CIR,Gilbert
916455170,1894,6,6,3,3,2002,2,1,4,2003,7,5,11316,824,1070,817,4,3,4,214900,230518.79943035968,-15618.799430359679,2409 SUNCREST DR,Timber
527106010,2236,10,5,6,5,1997,2,1,4,1997,7,5,13006,993,1243,964,4,3,4,222000,237399.05497600156,-15399.054976001556,4033 EISENHOWER AVE,Gilbert
916403250,1479,6,6,3,3,1987,2,1,3,1989,7,5,14419,1479,-,1645,4,3,4,213500,228868.17435764708,-15368.174357647076,2621 GREEN HILLS DR,Timber
533242080,1358,7,5,9,6,1999,2,0,3,2000,7,5,7321,1358,-,1339,4,3,4,204000,219359.94120512286,-15359.941205122857,2317 CAMDEN DR,Somerst
914467050,1820,6,6,3,3,1996,2,1,3,1997,7,5,11050,910,910,910,4,3,4,213000,228283.10128934804,-15283.101289348037,607 CRYSTAL ST,Mitchel
534175080,1680,6,6,2,1,1998,2,0,3,1999,7,5,10140,1680,-,1650,4,3,5,213250,228484.83167882217,-15234.831678822171,2219 HAYES AVE,NWAmes
528490070,1653,7,5,9,6,2003,2,1,3,2003,7,5,8127,812,841,812,4,3,4,209000,224101.75617292026,-15101.756172920257,2318 CLAYTON DR,Somerst
907401050,1390,3,7,9,1,2003,2,0,3,2003,7,5,8810,1390,-,1390,4,3,4,207000,222066.127923702,-15066.127923702006,905 TENNYSON AVE,CollgCr
527302210,1782,6,6,2,1,1979,2,0,3,1979,7,5,14450,1782,-,1782,4,3,4,220000,235032.45360265128,-15032.45360265128,3314 CLINTON CT,NWAmes
907285020,2034,3,7,9,1,1997,2,1,3,1998,7,5,9375,1057,977,1057,4,3,4,219500,234519.3843611662,-15019.384361166187,4624 CLEMENS BLVD,CollgCr
527184110,1321,10,5,6,5,1990,1,0,1,1990,8,5,5118,1321,-,1312,4,3,4,212000,226982.798357368,-14982.79835736801,1512 STONE BROOKE RD,StoneBr
907131090,1661,3,7,9,1,1996,2,1,3,1996,7,6,10667,827,834,799,4,3,4,212000,226865.66463642748,-14865.664636427478,5300 NORRIS ST,CollgCr
528218150,1324,10,5,6,5,2005,2,0,3,2005,6,5,18494,1324,-,1324,4,3,4,199500,214350.1004426382,-14850.100442638213,4103 CRESTMOOR AVE,Gilbert
907290080,1836,3,7,9,1,2004,2,0,3,2005,7,5,9100,1836,-,1860,4,3,4,216837,231635.75803927667,-14798.758039276669,4620 WEBSTER ST,CollgCr
909426080,2177,2,3,7,5,1950,2,1,5,1991,5,6,15600,1102,1075,1032,3,3,3,215000,229679.39784523397,-14679.397845233965,2031 FRILEY RD,Crawfor
528253010,1314,10,5,6,5,2007,2,0,2,2008,7,5,5063,1314,-,1314,4,3,4,207500,222004.95831204733,-14504.958312047325,2839 ROXBORO DR,NridgHt
907180120,1588,3,7,9,1,1999,2,0,3,1999,7,5,10264,1588,-,1588,4,3,4,214000,228489.33037433506,-14489.330374335055,5325 CERVANTES DR,CollgCr
535426195,1600,5,2,4,1,1957,1,0,2,1997,5,6,16321,1600,-,1484,3,3,3,207500,221880.14947649316,-14380.149476493156,1630 CRESTWOOD CIR,NAmes
533205110,1378,7,5,9,6,2004,2,0,2,2004,8,5,4379,1378,-,1378,4,3,4,214000,228338.19545039503,-14338.195450395026,2825 BUCKINGHAM CT,Somerst
527366030,1874,7,5,9,6,2000,2,1,3,2001,8,5,7500,1058,816,1058,4,3,4,220000,234262.14816218163,-14262.148162181635,2818 SOMERSET DR,Somerst
909280070,1671,2,3,7,5,1929,2,0,4,1950,7,7,8170,1122,549,1022,3,3,3,218000,232196.73121499672,-14196.731214996718,2110 COUNTRY CLUB BLVD,Crawfor
906223060,1775,2,5,5,5,1993,2,1,3,1993,7,5,9317,1006,769,740,4,3,4,213000,227007.38478574672,-14007.384785746719,1005 FLORIDA AVE,SawyerW
528490080,1728,7,5,9,6,2003,2,1,3,2003,6,5,8791,864,864,864,4,3,4,207500,221482.4864082856,-13982.486408285593,2312 CLAYTON DR,Somerst
527326150,1602,6,6,2,1,1977,2,0,3,2000,6,7,16635,1602,-,1602,4,3,4,215000,228815.53973493172,-13815.53973493172,1709 BUCHANAN DR,NWAmes
909275310,2624,2,3,7,5,1918,2,1,4,1950,6,6,22420,1370,1254,1370,3,3,4,239000,252811.27389304753,-13811.273893047532,320 ASH AVE,Crawfor
907275010,1513,3,7,9,1,1999,2,0,2,2000,8,5,15750,1513,-,1462,4,3,4,220000,233785.57959910377,-13785.579599103774,4500 HEMINGWAY DR,CollgCr
906201023,2243,2,5,5,5,1990,2,1,4,1991,7,5,13474,1122,1121,700,4,3,4,225000,238707.32587057952,-13707.325870579516,1209 IDAHO AVE,SawyerW
533253070,1226,7,5,9,6,1981,1,0,1,1981,8,5,3782,1226,-,1226,4,3,4,211500,225205.7827992805,-13705.78279928051,2024 PINEHURST DR,Greens
907290090,1630,3,7,9,1,2000,2,0,3,2001,7,5,9750,1630,-,1630,4,3,4,213000,226697.0289416266,-13697.028941626602,4614 WEBSTER ST,CollgCr
907412070,1436,3,7,9,1,2004,2,0,3,2004,7,5,8450,1436,-,1436,4,3,4,210000,223524.80798034783,-13524.807980347832,4817 WALLER ST,CollgCr
907295020,1493,3,7,9,1,1997,2,0,3,1998,6,5,13125,1493,-,1478,4,3,4,208900,222368.620092839,-13468.620092839003,606 DOYLE AVE,CollgCr
909275080,1567,2,3,7,5,1940,1,1,2,1950,5,6,13680,840,727,840,3,3,3,205000,218234.31635004957,-13234.316350049572,333 PEARSON AVE,Crawfor
531385130,1494,2,5,5,5,1998,2,0,3,1998,7,5,16196,1494,-,1482,4,3,4,215000,228225.70886787618,-13225.70886787618,1320 NEBRASKA AVE,SawyerW
528221050,1326,10,5,6,5,2005,2,0,3,2005,6,5,12216,1326,-,1326,4,3,4,203000,216215.26432073495,-13215.264320734947,4102 CRESTMOOR AVE,Gilbert
528174020,1302,10,5,6,5,2005,1,1,1,2006,6,5,3901,1302,-,1302,4,3,4,204000,217166.1492154946,-13166.149215494603,2920 HARRISON RD,NridgHt
907187010,1779,3,7,9,1,1999,2,1,3,2000,7,5,13426,951,828,951,4,3,4,217000,230054.1759631966,-13054.175963196612,5225 CERVANTES DR,CollgCr
907252020,2169,3,7,9,1,2002,2,1,3,2002,8,5,9375,1284,885,1284,4,3,4,228500,241469.56049455248,-12969.560494552483,4939 HEMINGWAY DR,CollgCr
527375100,1621,6,6,2,1,1975,2,0,3,1975,5,7,9373,1621,-,1621,3,3,4,213000,225877.7884747863,-12877.788474786299,1632 TRUMAN DR,NWAmes
528445070,1830,7,5,9,6,2006,2,1,3,2006,8,5,8778,1302,528,1302,4,3,4,221300,234146.0414662616,-12846.04146626161,2518 YORKSHIRE ST,Somerst
907192040,1842,3,7,9,1,2000,2,1,3,2000,7,5,8826,985,857,985,4,3,4,217500,230308.91466227817,-12808.91466227817,5319 CLEMENS BLVD,CollgCr
535125060,2157,5,2,4,1,1966,2,1,4,1966,7,6,14200,1216,941,924,4,3,3,226000,238791.9358438773,-12791.93584387729,2710 THOMPSON DR,NAmes
528275110,1995,10,5,6,5,2002,2,1,4,2002,7,5,8740,864,1131,854,4,3,4,219500,232268.24379977124,-12768.24379977124,3814 BRICKMAN AVE,Gilbert
528427070,1933,7,5,9,6,2007,2,1,4,2007,6,5,14598,894,1039,894,4,3,4,214000,226753.9255435145,-12753.925543514488,3317 CULLEN DR,Somerst
533253180,1295,7,5,9,6,1978,1,0,1,1998,8,6,3840,1295,-,1057,4,3,4,213750,226461.99951332956,-12711.99951332956,2866 TORREY PINES RD,Greens
907410050,1797,3,7,9,1,2006,2,1,3,2006,7,5,9245,939,858,939,4,3,4,213500,225998.1007355732,-12498.100735573214,839 POE AVE,CollgCr
907405020,1536,3,7,9,1,2002,2,0,3,2003,7,5,9135,1536,-,1536,4,3,4,214000,226174.5622204847,-12174.562220484688,812 TENNYSON AVE,CollgCr
906204230,1802,2,5,5,5,1993,2,1,3,1993,6,7,12361,964,838,946,4,3,4,218000,230160.7069564222,-12160.70695642219,1226 IDAHO CT,SawyerW
914474070,1961,6,6,3,3,2001,2,1,3,2002,6,5,12209,804,1157,804,4,3,5,215000,227091.13714153288,-12091.137141532876,3012 SAPPHIRE CIR,Mitchel
907254090,2031,3,7,9,1,1998,2,1,3,1999,7,5,11404,1153,878,1153,4,3,4,222500,234556.7324034856,-12056.7324034856,4709 CLEMENS BLVD,CollgCr
534151120,2288,6,6,2,1,1977,1,2,4,1992,7,7,13774,1316,972,908,4,3,4,230000,241878.43180749635,-11878.431807496352,2137 PRAIRIE VIEW EAST,NWAmes
527127150,1338,10,5,6,5,2001,2,0,2,2001,8,5,4920,1338,-,1338,4,3,4,213500,225313.12288824527,-11813.12288824527,1818 WATERBURY CIR,StoneBr
535152050,1480,5,2,4,1,2003,2,0,3,2009,7,5,8197,1480,-,1480,4,3,4,214000,225769.3715793857,-11769.371579385712,2231 CLARK AVE,NAmes
526301100,1656,5,2,4,1,1960,1,0,3,1960,6,5,31770,1656,-,1080,3,3,3,215000,226645.03356385315,-11645.033563853154,3126 NORTHWOOD DR,NAmes
907410080,1484,3,7,9,1,2004,2,0,3,2005,7,5,8400,1484,-,1473,4,3,4,213000,224615.3054950813,-11615.305495081295,821 POE AVE,CollgCr
528458030,1372,7,5,9,6,2007,2,0,3,2008,8,5,8640,1372,-,1363,4,3,4,212700,224206.1286842716,-11506.128684271593,2840 ASPEN RD,Somerst
528445060,1595,7,5,9,6,2005,2,0,2,2006,8,5,8987,1595,-,1595,4,3,4,221500,232985.1882310955,-11485.188231095497,2524 YORKSHIRE ST,Somerst
909475020,1844,2,3,7,5,1969,2,0,3,1969,6,5,16381,1844,-,1844,4,3,3,223000,234368.974234532,-11368.974234532012,2166 ASHMORE DR,Crawfor
528174040,1362,10,5,6,5,2005,2,0,2,2006,6,5,6289,1362,-,1362,4,3,4,207000,218257.2381574727,-11257.23815747269,2914 HARRISON RD,NridgHt
906380190,1208,3,7,9,1,2006,2,0,2,2006,7,5,6762,1208,-,1187,4,3,4,206000,217180.53835792994,-11180.538357929938,5407 DURANT ST,CollgCr
533253030,1235,7,5,9,6,1980,1,0,1,1980,8,5,3760,1235,-,1235,3,3,4,214000,225159.89521183848,-11159.895211838477,2008 PINEHURST DR,Greens
535425010,2978,5,2,4,1,1967,2,1,5,2007,7,7,11275,1898,1080,710,4,3,4,242000,253159.67001471182,-11159.670014711824,1926 GEORGE ALLEN AVE,NAmes
534129040,1829,6,6,2,1,1967,2,0,4,1967,6,6,10456,1829,-,1829,3,3,3,218500,229605.12469872227,-11105.12469872227,2522 PIERCE AVE,NWAmes
906223140,2200,2,5,5,5,1993,2,1,4,1994,7,5,14171,1101,1099,812,4,3,4,225000,235767.9976468216,-10767.997646821605,1034 VERMONT CT,SawyerW
528175050,1358,10,5,6,5,2007,2,0,2,2008,7,5,10307,1358,-,1350,4,3,4,212500,223250.35683416273,-10750.356834162725,2907 ROXBORO DR,NridgHt
907131120,1796,3,7,9,1,1998,2,1,3,1998,6,5,9531,882,914,794,3,3,4,211000,221735.44373643686,-10735.443736436864,5312 NORRIS ST,CollgCr
907187060,1753,3,7,9,1,1998,2,1,3,1999,7,5,12352,853,900,853,3,3,4,217000,227611.11299841283,-10611.112998412835,5200 CERVANTES DR,CollgCr
527302080,2183,6,6,2,1,1988,2,1,4,1988,7,5,13837,1377,806,1204,4,3,4,229000,239550.83000546094,-10550.830005460943,3300 EISENHOWER AVE,NWAmes
906223040,1958,2,5,5,5,1994,2,1,3,2001,7,5,9317,1029,929,779,4,3,4,220000,230526.93375553688,-10526.933755536884,1017 FLORIDA AVE,SawyerW
909428340,1488,2,3,7,5,1968,2,0,3,1968,6,6,21579,1488,-,1488,3,3,4,215000,225505.4336644276,-10505.433664427605,2111 ASHMORE CIR,Crawfor
528275080,1889,10,5,6,5,2000,2,1,3,2000,6,5,8658,1008,881,982,3,3,4,215000,225339.07185357044,-10339.071853570436,3809 WESTLAWN DR,Gilbert
528240070,1960,10,5,6,5,2002,2,1,4,2002,6,5,7851,860,1100,860,4,3,4,216500,226812.22195750472,-10312.22195750472,3907 WESTLAWN DR,Gilbert
528228340,1456,10,5,6,5,2003,2,0,2,2003,8,5,3196,1456,-,1273,4,3,4,215000,225191.7987794797,-10191.798779479694,2313 WESTWIND DR,Blmngtn
528138060,1535,10,5,6,5,2004,2,0,3,2004,7,5,10171,1535,-,1517,4,3,4,214000,223785.2312260968,-9785.231226096803,4020 HASTINGS AVE,NridgHt
528292020,2035,10,5,6,5,2001,2,1,3,2001,7,5,9505,884,1151,884,4,3,4,222500,232250.23626588818,-9750.236265888176,2411 GRANT CIR,Gilbert
908178050,2314,4,7,6,1,2003,2,1,3,2005,7,5,11060,1164,1150,1150,4,3,5,229000,238737.20980267518,-9737.209802675177,4002 MARIGOLD DR,Edwards
534403290,2154,5,2,4,1,1964,2,1,5,1997,6,7,8800,845,1309,845,3,3,3,224500,233998.89275603334,-9498.89275603334,1700 BEL AIR DR,NAmes
909428240,1906,2,3,7,5,1954,1,1,3,1954,6,5,17500,1906,-,1310,3,3,3,224000,233381.40588820638,-9381.405888206384,2004 GREENBRIAR CIR,Crawfor
909425270,1740,2,3,7,5,1940,1,1,3,1984,7,6,13125,960,780,800,3,3,3,219500,228701.16210874356,-9201.162108743563,828 ASH AVE,Crawfor
527368020,1674,7,5,9,6,2000,2,1,3,2000,7,5,7500,814,860,814,4,3,4,216000,225159.48697451848,-9159.486974518484,2738 SOMERSET DR,Somerst
533242030,1568,7,5,9,6,2001,2,0,3,2002,8,5,7180,1568,-,1568,4,3,4,221000,230148.06664085193,-9148.066640851932,2425 CAMDEN DR,Somerst
528228565,1506,10,5,6,5,2005,2,0,2,2005,7,5,3013,1506,-,1362,4,3,4,213490,222522.87210211527,-9032.872102115274,2415 LAKESIDE DR,Blmngtn
527166010,1983,10,5,6,5,1999,2,1,3,1999,7,5,10762,1005,978,978,4,3,4,225000,234015.64465496328,-9015.644654963282,2218 WINDFIELD DR,Gilbert
907401060,1928,3,7,9,1,2003,2,1,4,2004,7,5,8200,847,1081,847,4,3,4,219500,228431.29921100082,-8931.29921100082,909 TENNYSON AVE,CollgCr
916326010,1707,6,6,3,3,1981,2,1,2,1981,8,6,16669,1707,-,1686,3,3,4,228000,236842.95891398465,-8842.95891398465,2610 TIMBERLAND RD,Timber
527302185,2064,6,6,2,1,1978,2,0,3,1978,7,5,18559,2064,-,2048,4,3,4,235000,243655.2557770629,-8655.255777062906,3416 CLINTON CT,NWAmes
527301245,1688,6,6,2,1,1988,2,0,2,1988,7,6,12680,1688,-,1675,5,3,4,226500,234938.84987069128,-8438.84987069128,2211 BUCHANAN DR,NWAmes
907254050,1755,3,7,9,1,1999,2,1,3,1999,6,5,9468,840,915,840,3,3,4,214000,222312.99384967412,-8312.993849674123,505 POE CIR,CollgCr
528382030,1839,7,5,9,6,1998,2,1,4,1998,7,5,16770,1195,644,1195,3,3,4,221000,229206.3367913207,-8206.336791320704,2907 ARROWWOOD CIR,NoRidge
526355170,2223,5,2,4,1,1973,2,0,3,1973,7,6,13651,2223,-,2223,3,3,4,244000,252111.47648992756,-8111.4764899275615,2820 NORTHWOOD DR,NAmes
528456230,1335,7,5,9,6,2006,2,0,3,2007,7,5,9000,1335,-,1335,4,3,4,210400,218488.40993748518,-8088.409937485179,2841 ASPEN RD,Somerst
923202025,1368,6,6,3,3,1997,2,0,2,1997,7,5,7020,1368,-,1288,3,3,4,215000,223029.84266788347,-8029.842667883466,3309 EMERALD DR,Mitchel
909257050,2080,2,3,7,5,1926,1,1,3,2004,7,9,10918,1276,804,1276,4,3,4,234000,241943.52809051232,-7943.528090512322,2222 STORM ST,Crawfor
906382020,1546,3,7,9,1,2005,2,0,3,2006,7,5,11750,1546,-,1546,4,3,4,217000,224840.0329513371,-7840.032951337111,408 HARTFORD DR,CollgCr
528228405,1576,10,5,6,5,2004,2,0,2,2004,7,5,3940,1576,-,1393,4,3,4,219990,227573.25821204451,-7583.258212044515,2332 WESTWIND DR,Blmngtn
528427040,1369,7,5,9,6,2007,2,0,3,2007,7,6,9910,1369,-,1369,4,3,4,213133,220667.42259498313,-7534.422594983131,3223 CULLEN DR,Somerst
907418010,1564,3,7,9,1,2007,2,0,3,2007,7,6,11058,1564,-,1564,4,3,4,218836,226264.4868685268,-7428.486868526787,804 POE AVE,CollgCr
528294070,2291,10,5,6,5,1999,2,1,4,1999,7,5,8738,1005,1286,975,4,3,4,230000,237428.2274423149,-7428.2274423149065,3808 HYDE AVE,Gilbert
907176010,1771,3,7,9,1,1997,2,1,3,1997,6,5,13142,872,899,864,4,3,4,215700,222890.4442048203,-7190.444204820291,5249 THACKERAY DR,CollgCr
906424010,1511,2,5,5,5,1995,2,0,3,1995,8,5,11454,1511,-,1401,4,3,4,225000,232136.2254300291,-7136.225430029095,923 NEW HAMPSHIRE CIR,SawyerW
533250110,1239,7,5,9,6,1995,1,1,1,1995,8,5,11064,1239,-,1230,4,3,4,217500,224530.52179267377,-7030.521792673768,2869 GREENSBORO CIR,Veenker
906420130,2097,2,5,5,5,1993,2,1,3,1993,7,5,11228,1080,1017,1080,4,3,4,228000,235025.86921285302,-7025.869212853024,806 VERMONT CIR,SawyerW
534104090,1929,7,5,9,6,2001,2,1,3,2001,7,5,7050,1057,872,1057,4,3,4,226000,232906.91883550456,-6906.918835504563,2634 SOMERSET DR,Somerst
909425180,1647,2,3,7,5,1977,2,0,3,1977,5,6,12984,1647,-,1430,4,3,4,217500,224373.01864517134,-6873.018645171338,1036 ASH AVE,Crawfor
528240080,1936,10,5,6,5,2000,2,1,3,2000,8,5,11194,1454,482,1406,4,3,4,230500,237313.91132767062,-6813.911327670619,3903 WESTLAWN DR,Gilbert
534177180,2614,6,6,2,1,1974,2,1,4,1997,6,7,10800,1548,1066,1522,3,3,3,240000,246729.05119729467,-6729.05119729467,2204 FILLMORE AVE,NWAmes
528435070,1588,7,5,9,6,2006,2,0,3,2006,8,5,10000,1588,-,1588,4,3,4,227000,233512.30950265538,-6512.309502655378,2514 DALTON ST,Somerst
907255010,1358,3,7,9,1,2002,1,1,1,2002,8,5,11088,1358,-,1348,4,3,4,220000,226488.51824902548,-6488.518249025481,527 BROWN CT,CollgCr
528228375,1589,10,5,6,5,2003,2,0,2,2003,8,5,3621,1589,-,1406,4,3,4,226500,232931.4288190027,-6431.4288190027,2314 WESTWIND DR,Blmngtn
907250020,1795,3,7,9,1,2002,2,0,3,2002,8,5,9742,1795,-,1777,4,3,4,230000,236209.46930753445,-6209.469307534455,505 SMILEY AVE,CollgCr
533234020,1789,7,5,9,6,2001,2,1,3,2001,7,5,10646,872,917,858,3,3,3,223000,229191.59581483464,-6191.59581483464,2517 SHERWOOD AVE,Somerst
535126140,1988,5,2,4,1,1966,2,1,4,1999,6,7,14670,1104,884,1104,4,3,3,227000,233141.20136658708,-6141.201366587076,2500 KELLOGG AVE,NAmes
907254020,1852,3,7,9,1,1999,2,1,3,2000,8,5,9066,1004,848,1004,4,3,4,230000,236114.20291313186,-6114.202913131856,519 POE CIR,CollgCr
907285010,1939,3,7,9,1,1998,2,1,3,1998,7,5,11250,1070,869,1054,4,3,4,227000,233078.52546855886,-6078.525468558859,4630 CLEMENS BLVD,CollgCr
907192130,1494,3,7,9,1,2002,2,0,3,2002,7,5,12803,1494,-,1494,4,3,4,221000,226712.3753414814,-5712.375341481413,5427 CLEMENS BLVD,CollgCr
527356020,2784,6,6,2,1,1978,3,1,5,1978,7,5,16692,1392,1392,1392,4,3,4,250000,255596.10699712276,-5596.106997122755,2935 EISENHOWER AVE,NWAmes
907253110,2161,3,7,9,1,2001,2,1,3,2001,7,5,10400,1290,871,1257,4,3,4,230500,236090.5125819751,-5590.512581975112,4812 HEMINGWAY DR,CollgCr
528174050,1358,10,5,6,5,2005,2,0,2,2005,6,5,6904,1358,-,1358,4,3,4,213000,218580.67984324455,-5580.67984324455,2910 HARRISON RD,NridgHt
527325160,2263,6,6,2,1,1977,2,1,3,1994,7,7,16659,1468,795,795,4,3,3,235000,240513.05485200373,-5513.054852003726,1624 BUCHANAN DR,NWAmes
902329030,2268,5,6,5,0,1890,3,0,3,2002,8,9,9000,1157,1111,346,4,3,2,240000,245432.7927494485,-5432.792749448505,719 DOUGLAS AVE,OldTown
907275080,1592,3,7,9,1,1994,2,0,3,1995,8,5,11927,1592,-,1556,4,3,4,228000,233391.8571831484,-5391.857183148386,4539 HEMINGWAY DR,CollgCr
906204140,1982,2,5,5,5,1989,2,1,3,1989,7,6,11287,1175,807,807,4,3,4,228500,233879.66160940847,-5379.661609408475,1102 IDAHO AVE,SawyerW
907196050,1786,3,7,9,1,2001,2,1,3,2002,7,5,11250,920,866,920,4,3,4,223500,228846.2782922713,-5346.278292271309,718 WILDER BLVD,CollgCr
909428190,1640,2,3,7,5,1954,1,0,3,2006,6,7,14778,1640,-,1296,4,3,3,224000,229077.3087373375,-5077.308737337502,2114 GREENBRIAR CIR,Crawfor
905425125,2358,4,6,8,0,1908,3,0,5,1997,6,8,45600,1307,1051,907,3,2,3,240000,245052.03299716074,-5052.0329971607425,3421 OAKLAND ST,ClearCr
528280180,1892,10,5,6,5,2000,2,1,3,2001,7,5,8220,1008,884,982,3,3,4,226750,231793.34585609462,-5043.3458560946165,3820 WESTLAWN DR,Gilbert
528458070,1547,7,5,9,6,2009,2,1,3,2009,7,5,8640,764,783,756,4,3,4,215200,220052.24715001544,-4852.247150015435,2816 ASPEN RD,Somerst
906223110,1626,2,5,5,5,1994,2,1,3,1994,7,5,9938,1626,-,1602,4,3,4,226500,231131.36617394563,-4631.366173945629,1018 VERMONT CT,SawyerW
916455070,1296,6,6,3,3,2001,2,0,2,2002,8,5,6853,1296,-,1267,4,3,5,220000,224386.93065629693,-4386.930656296929,2909 WHITE OAK DR,Timber
907175060,1494,3,7,9,1,1997,2,0,3,1997,6,5,9236,1494,-,1479,4,3,4,217000,221039.53428030803,-4039.5342803080275,5405 THACKERAY DR,CollgCr
907252050,1762,3,7,9,1,2002,2,1,3,2002,7,5,9930,878,884,826,4,3,4,222000,225957.17190534328,-3957.1719053432753,4927 HEMINGWAY DR,CollgCr
533252130,1437,7,5,9,6,1976,2,0,3,2004,5,8,10768,1437,-,1437,4,3,4,218000,221357.19623222994,-3357.196232229937,2802 TORREY PINES CIR,Veenker
907285040,2090,3,7,9,1,1995,2,1,3,1996,8,5,10000,1220,870,1220,4,3,4,240000,243272.78997505983,-3272.78997505983,4612 CLEMENS BLVD,CollgCr
906380220,1254,3,7,9,1,2008,2,0,2,2008,8,5,10324,1254,-,1254,4,3,4,221800,225007.09237309598,-3207.0923730959767,5425 DURANT ST,CollgCr
907251090,2031,3,7,9,1,2002,2,1,3,2002,8,5,9473,1128,903,1128,4,3,4,237000,240022.208261886,-3022.2082618860004,522 SMILEY AVE,CollgCr
909281010,2345,2,3,7,5,1932,2,1,4,1950,6,8,16560,1170,1175,952,3,3,4,239000,241738.78650611697,-2738.7865061169723,2014 KILDEE ST,Crawfor
907401090,1668,3,7,9,1,2003,2,0,3,2003,8,5,10635,1668,-,1657,4,3,4,232000,234725.97594492225,-2725.9759449222474,5020 WALLER ST,CollgCr
533213010,1726,7,5,9,6,2008,2,1,2,2008,6,5,3830,1726,-,1726,4,3,4,222000,224718.37825236432,-2718.3782523643167,2805 BRISTOL DR,Somerst
528456240,1218,7,5,9,6,2009,2,0,2,2009,6,5,7862,1218,-,1218,4,3,4,208300,211000.80664317193,-2700.8066431719344,2847 ASPEN RD,Somerst
534177230,1665,6,6,2,1,2001,2,1,3,2001,8,6,8400,810,855,810,4,3,4,227000,229653.97392107896,-2653.9739210789558,2304 FILLMORE AVE,NWAmes
907290040,1661,3,7,9,1,1998,2,0,3,1998,7,5,12137,1661,-,1649,4,3,4,224900,227491.8797118884,-2591.8797118884104,621 SHELLEY AVE,CollgCr
911370460,1625,2,3,7,5,2006,2,0,2,2007,8,5,4750,1625,-,1573,4,3,4,235000,237059.07255838148,-2059.0725583814783,415 ASPEN RIDGE RD,Crawfor
906394040,1614,3,7,9,1,2005,2,0,3,2005,7,5,9316,1614,-,1614,4,3,4,225000,226981.37344519823,-1981.373445198231,124 HARTFORD DR,CollgCr
907262030,1768,3,7,9,1,2003,2,1,3,2003,7,5,8158,884,884,884,4,3,4,224900,226546.99407492828,-1646.9940749282832,5013 KEATS ST,CollgCr
905427070,2108,4,7,6,1,1935,2,0,4,1986,6,7,13728,1236,872,1127,4,3,3,235000,236587.16962599132,-1587.1696259913151,543 FOREST GLEN,Edwards
909254050,1512,2,3,7,5,1925,2,0,3,1997,8,9,7609,798,714,798,4,3,2,231000,232575.03406277418,-1575.0340627741825,603 ASH AVE,Crawfor
528275070,2256,10,5,6,5,2000,2,1,4,2000,7,5,8795,980,1276,952,4,3,4,236000,237525.38815855372,-1525.3881585537165,3813 WESTLAWN DR,Gilbert
906380100,1800,3,7,9,1,2007,2,0,2,2007,9,5,11923,1800,-,1800,5,3,5,239000,240484.05585555322,-1484.0558555532189,411 HARTFORD DR,CollgCr
904100140,2403,4,6,8,0,1940,2,0,4,1950,7,7,24090,1207,1196,1032,3,3,3,244400,245802.9544500838,-1402.9544500838092,2833 ROSS RD,ClearCr
906223220,2037,2,5,5,5,1996,2,1,3,1996,7,5,10541,1302,735,672,4,3,4,229000,230354.5484533169,-1354.5484533169074,1003 VERMONT CT,SawyerW
903200080,1576,5,6,5,0,1923,1,1,3,2004,5,6,21384,1072,504,1324,4,3,3,223500,224605.71024988402,-1105.710249884025,1239 ORCHARD DR,BrkSide
527105140,1733,10,5,6,5,2003,2,1,3,2003,7,5,12394,847,886,847,4,3,4,225000,226097.5507482402,-1097.5507482402027,4012 HYDE AVE,Gilbert
909276010,1517,2,3,7,5,1929,1,0,3,1950,8,7,11435,792,725,792,4,3,4,230000,230955.20166665618,-955.2016666561831,400 PEARSON AVE,Crawfor
528172070,1721,10,5,6,5,2005,2,0,3,2005,8,5,9254,1721,-,1721,4,3,4,232698,233563.07197935617,-865.071979356173,3010 HARRISON RD,NridgHt
905426100,2008,4,7,6,1,1948,3,0,3,2002,5,8,7800,1112,896,896,5,3,3,225000,225644.96144289896,-644.9614428989589,413 HAWTHORNE  AVE,Edwards
531367050,2084,2,5,5,5,2004,2,1,4,2004,7,5,10142,956,1128,956,4,3,4,233000,233634.89865911755,-634.898659117549,5505 MARYLAND ST,SawyerW
528228430,1548,10,5,6,5,2004,2,0,2,2004,7,5,3072,1548,-,1365,4,3,4,225000,225484.39419220446,-484.39419220446143,2404 WESTWIND DR,Blmngtn
907265030,1654,3,7,9,1,2002,2,0,3,2002,7,5,8125,1654,-,1654,4,3,4,230000,230443.59803931104,-443.5980393110367,4908 CLEMENS BLVD,CollgCr
