Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageQual,PavedDrive,Fence,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X2ndFlrSF,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MoSold,MSSubClass_30,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSZoning_FV,LandContour_Bnk,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition2_PosN,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_Plywood,MasVnrType_BrkFace,Foundation_PConc,CentralAir_N,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income
3218 LETTIE ST,3,5,7,2,3,3,1,4,1,0,0,4,1,3,8,0,3,3,0,1221,60,9738,0,392,0,392,784,272,392,0,0,236,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,82,56,6,7
203 STATE AVE,3,5,8,2,2,3,1,5,0,0,0,2,1,3,8,0,0,3,0,864,56,4060,0,0,0,864,864,0,0,0,96,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,87,59,6,7
409 S FRANKLIN AVE,3,3,3,2,0,0,0,2,0,0,0,2,1,2,7,0,3,3,0,944,74,10206,0,0,0,0,0,0,528,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,57,57,6,7
3413 COY ST,3,5,8,2,0,0,0,4,0,0,1,4,1,3,7,0,0,3,0,1137,57,8050,0,0,0,0,0,208,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,61,15,6,7
3505 COY ST,2,4,5,2,4,3,1,3,0,0,0,2,1,3,8,0,3,3,3,930,68,9520,115,767,0,144,911,0,286,134,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,55,55,6,7
402 S FRANKLIN AVE 404,3,5,5,2,3,3,1,3,0,0,0,6,2,3,8,0,0,3,0,1678,65,10926,74,0,0,1678,1678,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,50,50,6,7
304 S FRANKLIN AVE,3,4,7,2,2,3,1,4,0,0,1,2,1,3,6,0,2,3,2,1346,70,11767,0,0,0,560,560,550,384,168,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,97,7,6,7
246 S FRANKLIN AVE,3,5,5,2,3,3,1,5,0,0,0,2,1,3,7,3,3,3,0,1560,70,11767,259,546,0,604,1150,0,313,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4,53,53,6,7
234 S FRANKLIN AVE,3,5,6,2,3,3,1,5,0,0,0,3,1,3,8,0,3,3,0,1200,70,11767,0,352,0,416,768,432,240,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,62,13,6,7
317 HILLTOP RD,3,4,6,2,3,3,1,5,0,0,0,4,1,3,8,0,3,3,0,1470,60,8172,0,0,0,941,941,473,548,0,0,0,0,156,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,54,36,6,7
403 HILLTOP RD,3,4,5,2,3,3,1,3,0,0,0,2,1,3,8,2,3,3,3,768,60,8172,0,544,0,224,768,0,355,0,0,196,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,52,52,6,7
411 HILLTOP RD,3,5,7,2,3,3,1,3,1,0,0,2,1,3,8,0,3,1,0,864,60,8172,0,167,0,697,864,0,572,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,51,16,6,7
437 HILLTOP RD,3,5,7,2,3,3,1,3,0,0,1,3,1,3,8,0,3,3,0,1393,59,16466,0,0,0,816,816,521,300,121,0,0,0,265,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,53,53,6,7
3334 MORNINGSIDE ST,3,4,4,2,3,3,1,5,0,1,0,3,1,3,7,4,3,3,3,1482,60,16012,60,691,0,263,954,0,609,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,4,52,38,6,7
3330 MORNINGSIDE ST,2,5,6,2,3,3,4,5,0,0,0,4,1,3,6,4,3,3,0,1526,68,8562,145,383,0,833,1216,0,364,116,78,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,53,8,6,7
318 HILLTOP RD,3,4,6,2,3,3,1,5,1,0,0,3,1,3,8,3,3,3,0,948,60,8190,0,732,0,216,948,0,280,0,36,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,53,53,6,7
2816 LINCOLN WAY,3,5,6,2,3,3,2,2,0,0,0,2,1,2,8,4,3,3,3,1296,67,4853,203,133,0,974,1107,0,260,0,0,36,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,86,11,7,3
109 S HYLAND AVE,3,6,4,2,4,3,1,3,1,0,1,4,1,2,8,0,3,3,0,1647,66,6858,0,0,0,806,806,806,216,0,66,136,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,2,95,60,7,3
2827 WOOD ST,3,4,7,2,3,3,1,3,0,0,1,3,1,4,8,0,3,1,0,1292,67,5142,0,224,0,725,949,343,205,0,0,183,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,85,0,6,7
2905 WOOD ST,3,5,6,2,3,3,1,3,1,0,0,2,1,3,8,0,0,3,0,864,67,5604,0,468,0,396,864,0,0,0,0,96,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,83,58,6,7
3008 WOOD ST,3,6,8,2,3,2,2,4,0,0,0,3,1,4,8,0,3,3,4,1196,67,12354,0,0,0,684,684,512,528,0,46,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,89,9,6,7
2912 WOOD ST,3,5,7,2,3,3,1,4,0,1,1,3,1,2,8,0,3,2,0,1250,45,8248,0,0,0,686,686,564,280,207,0,96,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,88,56,6,7
2910 WOOD ST,3,3,3,2,3,3,1,3,1,0,0,2,1,3,8,0,0,1,0,864,45,8248,0,41,0,823,864,0,0,0,0,100,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,94,58,6,7
2908 WOOD ST,3,3,3,2,3,2,1,3,1,0,0,2,1,3,8,0,3,3,0,864,45,8212,0,203,0,661,864,0,200,0,0,96,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,96,60,6,7
2902 WOOD ST,3,5,6,2,3,3,1,5,0,0,0,3,1,3,8,4,3,3,0,1298,45,8212,0,626,0,94,720,444,256,84,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,68,59,6,7
2812 WOOD ST,3,5,5,2,3,3,1,5,0,0,0,3,1,3,6,0,3,3,0,1604,60,10998,0,408,420,156,984,620,660,0,68,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,68,49,6,7
213 S HYLAND AVE,3,5,6,2,3,2,1,5,1,0,0,6,1,2,8,0,0,1,0,1716,55,5687,0,210,0,570,780,780,0,0,184,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,96,8,7,3
217 S HYLAND AVE,3,4,5,3,3,2,1,3,1,0,0,5,1,3,8,0,3,3,0,2230,60,6204,0,0,0,795,795,795,440,0,188,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,2,94,56,7,3
202 STATE AVE,3,2,3,2,3,3,1,3,0,0,0,1,1,3,8,0,2,1,0,498,60,8088,0,0,0,498,498,0,216,0,0,100,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,84,51,6,7
2812 ARBOR ST,2,4,7,2,3,3,1,3,0,0,0,3,1,4,6,0,3,1,0,1273,76,11388,0,0,0,616,616,218,275,212,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,96,13,6,7
301 STANTON AVE,3,5,8,2,3,3,2,4,0,0,0,5,2,3,8,0,0,1,0,1928,0,7082,0,0,0,686,686,980,0,0,0,228,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,90,11,7,3
327 STANTON AVE,3,6,8,2,3,3,1,3,0,0,0,4,1,2,8,0,3,2,0,1482,0,12155,0,156,0,516,672,672,400,0,0,254,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,83,58,7,3
421 HAYWARD AVE,3,6,5,2,3,3,1,5,0,0,0,2,1,3,8,4,3,3,0,1595,60,8400,0,388,0,552,940,403,240,0,0,108,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,66,6,7,3
429 HAYWARD AVE,2,5,8,2,3,3,1,5,0,0,1,4,1,4,8,4,3,3,0,2192,60,8400,0,378,0,342,720,720,240,262,24,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,69,11,7,3
507 HAYWARD AVE,3,2,5,2,3,2,1,3,0,0,0,1,1,2,8,0,3,1,0,438,60,8400,0,290,0,0,290,0,246,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,89,59,7,3
517 HAYWARD AVE,3,6,5,2,3,3,1,2,0,0,0,4,1,3,8,4,3,3,0,1694,60,8400,0,423,0,758,1181,304,576,342,0,128,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2,83,58,7,3
2521 LITTLE ST,3,5,6,2,3,3,1,3,0,0,0,3,1,4,8,4,3,3,0,1691,50,5000,0,218,0,808,1026,665,308,0,0,242,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,86,60,7,3
436 HAYWARD AVE,3,6,6,2,3,3,1,3,1,0,0,2,1,3,8,4,3,3,0,856,0,7890,0,238,0,618,856,0,399,0,0,0,0,166,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,71,60,7,3
426 HAYWARD AVE 428,3,5,6,2,3,3,2,2,2,0,0,6,2,3,6,0,0,3,0,2592,60,10890,0,371,0,925,1296,1296,0,0,742,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,5,2,84,57,7,3
422 HAYWARD AVE,3,5,5,2,2,3,1,3,1,0,0,3,1,2,8,0,2,3,3,1551,60,10890,0,930,0,128,1058,493,240,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,68,56,7,3
2509 STORM ST 2511,3,4,6,2,0,0,0,3,0,0,0,6,2,3,6,0,0,3,0,2650,60,7200,0,0,0,0,0,1788,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,43,43,7,3
538 HAYWARD AVE,3,7,8,2,3,3,1,5,0,0,0,2,1,3,8,4,3,3,0,1424,60,7290,174,0,0,1228,1228,0,312,0,0,90,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,87,58,7,3
609 STANTON AVE,3,6,7,2,3,3,1,3,0,0,0,3,1,3,8,4,3,3,2,1489,60,9900,0,0,0,778,778,545,240,335,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,69,59,7,3
601 HAYWARD AVE,3,7,3,2,3,3,1,5,1,0,1,5,1,3,8,3,3,3,0,3082,102,15863,0,523,0,301,824,998,672,136,63,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,89,39,7,3
2326 KNAPP ST,3,5,2,2,3,2,1,5,1,0,0,3,1,3,8,4,0,1,0,1666,51,9839,0,0,0,894,894,772,0,0,156,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2,79,60,7,3
2324 KNAPP ST,3,5,6,2,3,2,1,5,0,0,1,4,1,3,8,0,3,3,0,2601,51,9842,0,0,0,612,612,1611,621,183,0,301,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,87,10,7,3
2320 KNAPP ST,3,6,7,2,3,3,1,5,0,0,0,4,1,4,6,4,3,3,0,2447,50,9638,0,0,0,804,804,748,336,272,0,42,0,116,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,2,91,20,7,3
2316 KNAPP ST,3,7,8,2,3,3,1,5,1,0,0,3,1,4,8,4,3,3,3,1479,43,7000,0,424,0,200,624,736,312,530,0,56,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,80,9,7,3
2312 KNAPP ST,3,6,6,2,3,3,1,4,0,0,1,3,1,3,8,4,2,3,0,1242,43,5707,0,0,0,583,583,595,180,329,96,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,74,59,7,3
419 LYNN AVE,3,5,5,2,4,3,2,4,0,0,1,4,1,3,8,0,2,1,0,1784,96,13132,0,0,0,747,747,892,180,203,40,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,92,56,7,3
2317 BAKER ST,3,6,7,2,3,2,1,3,0,0,1,3,1,4,8,3,3,3,0,1502,55,10592,0,0,0,602,602,602,180,96,0,112,0,53,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,2,84,11,7,3
2321 BAKER ST,3,5,5,2,3,3,1,2,0,0,0,2,1,3,8,0,1,3,3,789,55,10594,0,0,0,768,768,0,200,0,0,112,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,81,57,7,3
428 STANTON AVE,3,6,8,2,3,3,1,5,0,0,0,3,1,3,8,0,3,3,0,1510,69,4899,0,305,0,450,755,755,216,0,0,164,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,86,56,7,3
424 STANTON AVE,3,5,5,2,3,3,1,5,0,0,0,4,1,3,8,0,0,2,0,1522,60,6000,0,0,0,1008,1008,0,0,0,0,138,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,80,56,7,3
418 STANTON AVE,3,4,3,2,3,3,1,3,1,0,0,4,1,4,6,3,3,3,3,1981,65,7804,0,622,0,500,1122,653,576,431,44,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2,81,59,7,3
2328 BAKER ST,3,5,5,2,3,3,2,3,0,0,0,3,1,3,8,0,3,3,3,1422,54,7223,0,319,0,971,1290,0,352,0,0,64,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,2,81,57,7,3
2322 BAKER ST,3,6,7,2,3,3,1,4,0,0,0,2,1,3,8,4,3,2,0,1298,51,6821,0,113,0,538,651,539,240,216,0,168,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,86,2,7,3
2318 BAKER ST,3,6,8,3,3,3,1,5,0,0,0,3,1,4,8,4,3,3,0,1232,64,8574,0,0,0,816,816,0,440,0,0,180,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,93,9,7,3
507 LYNN AVE,3,6,6,2,3,3,1,5,1,0,0,2,1,3,8,4,3,2,3,1316,66,8969,0,379,0,265,644,644,369,0,0,0,0,192,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,82,58,7,3
515 LYNN AVE,2,6,7,2,5,3,1,2,0,0,0,3,1,3,7,4,3,3,0,2555,79,11526,0,0,0,588,588,748,672,431,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,86,14,7,3
512 STANTON AVE,3,6,6,2,3,3,1,5,0,0,1,3,1,4,8,4,2,3,3,1608,51,6171,0,264,0,712,976,448,216,147,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,84,19,7,3
2238 KNAPP ST,3,5,7,2,4,3,1,5,1,0,1,3,1,4,8,3,3,3,3,1768,60,7200,252,569,0,162,731,787,240,0,0,264,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,2,70,57,7,3
2234 KNAPP ST,3,7,9,3,4,4,1,5,1,0,0,3,1,4,8,0,3,3,3,1135,60,7200,0,350,210,0,560,560,576,256,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,73,2,7,3
509 ASH AVE,3,6,7,2,4,3,1,5,0,0,0,4,1,3,8,0,3,3,0,1680,63,15576,0,0,0,840,840,840,308,0,0,160,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,2,93,32,7,3
2217 DONALD ST,3,7,8,2,4,3,1,3,1,0,0,2,1,3,8,4,3,3,3,1098,63,4000,0,246,0,285,531,531,216,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,77,12,7,3
2225 DONALD ST,3,6,7,2,3,3,1,3,0,0,0,3,1,3,8,4,3,3,0,1436,53,6720,0,0,0,585,585,585,228,184,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,86,57,7,3
508 LYNN AVE,3,6,6,2,4,3,1,5,0,0,0,3,1,3,8,0,3,3,0,1264,63,15564,0,0,0,676,676,588,400,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,94,13,7,3
2332 DONALD ST,3,6,6,2,3,3,1,4,0,0,1,3,1,3,8,3,2,3,0,1913,57,7558,0,0,0,896,896,741,342,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,81,59,7,3
618 STANTON AVE,3,7,7,2,3,3,1,4,0,1,0,3,1,3,8,4,3,3,0,1477,52,6292,0,0,0,861,861,600,216,0,50,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,81,59,7,3
612 STANTON AVE,3,6,5,2,4,3,2,3,0,0,0,2,1,3,8,0,2,3,0,790,52,6292,0,384,0,384,768,0,160,0,141,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,2,78,58,7,3
2226 DONALD ST,3,7,8,2,3,2,2,5,0,0,0,3,1,3,8,4,2,3,3,1228,53,7155,0,0,0,600,600,600,215,0,113,0,0,195,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,91,19,7,3
603 ASH AVE,3,8,9,3,2,3,1,5,1,0,0,3,1,4,8,4,3,2,4,1512,54,7609,0,406,0,392,798,714,180,85,16,41,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,83,11,7,3
611 ASH AVE,3,7,6,2,2,3,1,4,0,0,1,4,1,3,8,4,2,3,0,1802,54,7588,0,352,0,441,793,901,216,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,86,56,7,3
619 ASH AVE,3,7,8,3,3,3,1,4,0,0,1,3,1,4,8,4,3,3,4,1426,55,7642,0,0,0,912,912,514,216,0,240,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,89,9,7,3
2215 STORM ST,3,6,8,2,3,3,1,3,0,0,0,3,1,3,8,4,3,1,3,1461,53,7155,0,0,0,686,686,775,225,0,0,116,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,81,16,7,3
