PID,LotArea,GarageArea,Latitude,Longitude,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood,Value
907290150,4435,420,42.01628470048992,-93.68115054632091,848,3,7,9,1,2003,1,0,1,2003,6,5,848,-,848,4,3,4,136500,202505.2122675442,-66005.21226754421,4619 TWAIN ST,CollgCr,undervalued
907290160,4435,420,42.01628418948768,-93.68119088994777,848,3,7,9,1,2003,1,0,1,2003,6,5,848,-,848,4,3,4,133000,202468.8175732094,-69468.81757320941,4623 TWAIN ST,CollgCr,undervalued
907290170,4435,420,42.01628393398656,-93.6812110617612,848,3,7,9,1,2003,1,0,1,2003,6,5,848,-,848,4,3,4,143750,202564.21586087006,-58814.215860870056,4625 TWAIN ST,CollgCr,undervalued
907290180,4435,420,42.016283422984316,-93.68125140538807,848,3,7,9,1,2003,1,0,1,2004,6,5,848,-,848,4,3,4,144000,202525.57757385416,-58525.577573854156,4629 TWAIN ST,CollgCr,undervalued
907290210,4435,420,42.01628240097984,-93.68133209264181,848,3,7,9,1,2003,1,0,1,2003,6,5,848,-,848,4,3,4,140000,202541.4838396524,-62541.483839652414,4637 TWAIN ST,CollgCr,undervalued
907290230,4435,420,42.016273202939516,-93.6820582779254,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,155900,203364.0178195507,-47464.0178195507,4709 TWAIN ST,CollgCr,fair price
907290240,4426,420,42.016272436436154,-93.6821187933657,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,143000,202459.5763657113,-59459.57636571131,4715 TWAIN ST,CollgCr,undervalued
907290250,4426,420,42.01627218093503,-93.68213896517913,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,145000,202005.60626401237,-57005.60626401237,4717 TWAIN ST,CollgCr,undervalued
907295020,13125,508,42.01774375797878,-93.67947,1493,3,7,9,1,1997,2,0,3,1998,6,5,1493,-,1478,4,3,4,208900,222368.620092839,-13468.620092839003,606 DOYLE AVE,CollgCr,fair price
907295040,17227,482,42.01766727393634,-93.67947,1341,3,7,9,1,1999,1,1,1,2000,8,5,1341,-,1341,4,3,4,246900,228340.33520369773,18559.66479630227,618 DOYLE AVE,CollgCr,fair price
907295100,10126,721,42.01627236360775,-93.68043987816779,1838,3,7,9,1,1997,2,0,2,1998,6,5,1838,-,1838,3,3,4,185000,231676.67880214856,-46676.678802148555,4551 TWAIN CIR,CollgCr,fair price
907401050,8810,545,42.01521012121212,-93.68786617171718,1390,3,7,9,1,2003,2,0,3,2003,7,5,1390,-,1390,4,3,4,207000,222066.127923702,-15066.127923702006,905 TENNYSON AVE,CollgCr,fair price
907401060,8200,434,42.01517981818182,-93.6878659090909,1928,3,7,9,1,2003,2,1,4,2004,7,5,847,1081,847,4,3,4,219500,228431.29921100082,-8931.29921100082,909 TENNYSON AVE,CollgCr,fair price
907401080,12393,434,42.01511921212121,-93.68786538383839,1948,3,7,9,1,2004,2,1,4,2005,7,5,847,1101,847,4,3,4,195000,229320.0483713628,-34320.04837136279,917 TENNYSON AVE,CollgCr,fair price
907401090,10635,502,42.014143408163264,-93.68706444897958,1668,3,7,9,1,2003,2,0,3,2003,8,5,1668,-,1657,4,3,4,232000,234725.97594492225,-2725.9759449222474,5020 WALLER ST,CollgCr,fair price
907405020,9135,532,42.01590809090909,-93.68765221212121,1536,3,7,9,1,2002,2,0,3,2003,7,5,1536,-,1536,4,3,4,214000,226174.5622204847,-12174.562220484688,812 TENNYSON AVE,CollgCr,fair price
907405030,9135,544,42.015862636363636,-93.68765181818182,1700,3,7,9,1,2003,2,0,3,2003,6,5,1700,-,1682,4,3,4,200000,223835.9378914264,-23835.93789142641,818 TENNYSON AVE,CollgCr,fair price
907405130,8450,531,42.015770499365665,-93.68672357061796,1337,3,7,9,1,2003,2,0,3,2003,7,5,1337,-,1337,4,3,4,185000,220022.71604374945,-35022.716043749446,827 MILLER AVE,CollgCr,fair price
907405140,8450,548,42.01582230720435,-93.68672297739843,1710,3,7,9,1,2003,2,1,3,2003,7,5,856,854,856,4,3,4,208500,225632.3228138983,-17132.322813898296,821 MILLER AVE,CollgCr,fair price
907410040,8581,578,42.01427780382489,-93.68406111340154,1737,3,7,9,1,2006,2,1,3,2006,7,5,851,886,851,4,3,4,203160,223691.71073692723,-20531.710736927227,903 POE AVE,CollgCr,fair price
907410050,9245,639,42.014511424224295,-93.6839763848764,1797,3,7,9,1,2006,2,1,3,2006,7,5,939,858,939,4,3,4,213500,225998.1007355732,-12498.100735573214,839 POE AVE,CollgCr,fair price
907410080,8400,606,42.014578478566875,-93.68395672040947,1484,3,7,9,1,2004,2,0,3,2005,7,5,1484,-,1473,4,3,4,213000,224615.3054950813,-11615.305495081295,821 POE AVE,CollgCr,fair price
907410100,8400,572,42.0146232814465,-93.68394391958672,1611,3,7,9,1,2005,2,1,3,2005,7,5,784,827,784,4,3,4,195800,221110.77702235134,-25310.777022351336,809 POE AVE,CollgCr,fair price
907410130,10200,810,42.01648508163265,-93.68388475510204,1602,3,7,9,1,2007,2,0,3,2007,8,5,1602,-,1578,4,3,4,293200,237785.9711218144,55414.02887818561,705 POE AVE,CollgCr,fair price
907412010,11645,565,42.01396975757576,-93.68569576767676,1720,3,7,9,1,2004,2,1,3,2004,7,5,860,860,860,4,3,4,196500,223669.37435715934,-27169.374357159337,4919 WALLER ST,CollgCr,fair price
907412020,9313,572,42.01395854545455,-93.6856536060606,1728,3,7,9,1,2004,2,1,3,2004,7,5,864,864,864,4,3,4,190000,223706.8079836366,-33706.807983636594,4915 WALLER ST,CollgCr,fair price
907412040,9750,470,42.013919303030306,-93.68550604040404,1445,3,7,9,1,2004,2,0,3,2004,7,5,1445,-,1445,4,3,4,186500,220665.47137828174,-34165.47137828174,4901 WALLER ST,CollgCr,fair price
907412070,8450,484,42.013683848484845,-93.68462064646464,1436,3,7,9,1,2004,2,0,3,2004,7,5,1436,-,1436,4,3,4,210000,223524.80798034783,-13524.807980347832,4817 WALLER ST,CollgCr,fair price
907412080,8320,520,42.013667030303026,-93.68455740404039,1582,3,7,9,1,2004,2,1,3,2004,7,5,770,812,770,4,3,4,185900,221352.37706845894,-35452.37706845894,4811 WALLER ST,CollgCr,fair price
907412090,11049,484,42.01365021212121,-93.68449416161616,1234,3,7,9,1,2007,2,0,3,2007,8,5,1234,-,1234,4,3,5,179900,220596.43864531058,-40696.43864531058,4805 WALLER ST,CollgCr,fair price
907414020,8487,570,42.01380354545454,-93.68572760606061,1500,3,7,9,1,2004,2,0,3,2004,7,5,1500,-,1500,4,3,4,190000,223012.84708598533,-33012.847085985326,4914 WALLER ST,CollgCr,fair price
907414030,8773,494,42.01378672727272,-93.68566436363636,1414,3,7,9,1,2004,2,0,3,2004,7,5,1414,-,1414,4,3,4,185500,220490.40107278424,-34990.40107278424,4908 WALLER ST,CollgCr,fair price
907414060,8500,626,42.01355127272727,-93.68477896969698,1422,3,7,9,1,2004,2,0,3,2004,7,5,1422,-,1422,4,3,4,179600,220923.85352107123,-41323.85352107123,4824 WALLER ST,CollgCr,fair price
907414070,8769,578,42.01353445454545,-93.68471572727273,1190,3,7,9,1,2005,2,0,2,2005,7,5,1190,-,1169,4,3,4,173500,216766.0442973708,-43266.0442973708,4818 WALLER ST,CollgCr,fair price
907414080,8633,540,42.01351763636364,-93.68465248484848,1476,3,7,9,1,2005,2,1,3,2005,6,5,738,738,738,4,3,4,173500,213681.34558025634,-40181.34558025634,4812 WALLER ST,CollgCr,fair price
907418010,11058,814,42.016003067952575,-93.68366082946746,1564,3,7,9,1,2007,2,0,3,2007,7,6,1564,-,1564,4,3,4,218836,226264.4868685268,-7428.486868526787,804 POE AVE,CollgCr,fair price
907418040,9627,610,42.01578728909277,-93.68366222103342,1361,3,7,9,1,2007,2,0,3,2007,7,5,1361,-,1351,4,3,4,193000,219089.0570871696,-26089.05708716961,822 POE AVE,CollgCr,fair price
907420040,11069,440,42.013335975609756,-93.68430787804877,1396,3,7,9,1,2007,2,1,3,2007,6,5,608,788,608,4,3,4,170000,212091.62448618203,-42091.62448618203,1026 POE AVE,CollgCr,fair price
907420060,8333,484,42.013603,-93.684168,1491,3,7,9,1,2006,2,1,3,2006,7,5,738,753,738,4,3,4,168675,218977.73729585038,-50302.737295850384,1014 POE AVE,CollgCr,fair price
907420080,8199,410,42.013898714285716,-93.68400428571428,1456,3,7,9,1,2005,2,1,3,2005,7,5,728,728,728,4,3,4,189000,220750.60185722547,-31750.60185722547,1002 POE AVE,CollgCr,fair price
907420090,8767,400,42.014522271441884,-93.68374009310392,1310,3,7,9,1,2005,2,0,3,2005,7,5,1310,-,1310,4,3,4,164990,218466.8098458655,-53476.8098458655,922 POE AVE,CollgCr,fair price
907420110,9045,400,42.01458634071595,-93.6837257559237,1536,3,7,9,1,2005,2,1,3,2005,5,5,768,768,768,4,3,4,167000,209087.88120315576,-42087.88120315576,908 POE AVE,CollgCr,fair price
907425010,4426,420,42.016107,-93.683296,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,149300,203512.92654316477,-54212.926543164765,4716 TWAIN ST,CollgCr,undervalued
907425015,4426,420,42.016108,-93.68297,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,141000,203329.9394501018,-62329.93945010181,4714 TWAIN ST,CollgCr,undervalued
907425030,4438,420,42.016114999484074,-93.68159884080997,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,149000,203868.37704694815,-54868.37704694815,4636 TWAIN ST,CollgCr,undervalued
907425035,4438,420,42.016115443957176,-93.68156368298719,848,3,7,9,1,2004,1,0,1,2004,6,5,848,-,848,4,3,4,144500,203661.32251608087,-59161.322516080865,4634 TWAIN ST,CollgCr,undervalued
908102020,8777,528,42.02011329977096,-93.67854489522742,1436,4,7,6,1,1910,2,0,3,2000,4,6,760,676,676,3,3,4,98000,207131.68379015807,-109131.68379015807,308 SOUTH DAKOTA AVE,Edwards,undervalued
908102030,8777,0,42.020150513094116,-93.67854502390419,796,4,7,6,1,1910,1,0,2,1950,5,7,796,-,796,3,-,2,85000,198597.6242501397,-113597.62425013969,304 SOUTH DAKOTA AVE,Edwards,undervalued
908102040,8777,0,42.02080173426982,-93.67854840944416,2200,4,7,6,1,1900,2,2,4,2003,5,7,1272,928,1272,3,-,3,145900,232657.38059134432,-86757.38059134432,234 SOUTH DAKOTA AVE 236,Edwards,undervalued
908102050,8777,520,42.02085754586926,-93.67854939601284,1126,4,7,6,1,1949,2,0,2,2003,4,5,1126,-,0,4,3,-,108000,192657.79258752233,-84657.79258752233,228 SOUTH DAKOTA AVE,Edwards,undervalued
908102060,8777,240,42.02089475360223,-93.67855005372529,640,4,7,6,1,1945,1,0,2,2007,3,6,640,-,0,3,3,-,84900,177764.29678747698,-92864.29678747698,224 SOUTH DAKOTA AVE,Edwards,undervalued
908102100,9170,461,42.02109939613352,-93.67855367114377,1214,4,7,6,1,1965,1,0,2,1965,5,7,1214,-,1214,3,2,3,140000,210532.31893948372,-70532.31893948372,202 SOUTH DAKOTA AVE,Edwards,undervalued
908102110,8842,319,42.02116183673469,-93.6776827755102,992,4,7,6,1,1954,1,0,3,1954,5,6,992,-,381,3,3,2,155891,198327.13136790853,-42436.13136790853,4404 TODD DR,Edwards,fair price
908102130,9825,0,42.020967694958124,-93.67758661544352,1664,4,7,6,1,1965,2,0,4,1965,5,5,1664,-,0,3,-,-,100000,205833.25240075245,-105833.25240075245,213 TODD CIR,Edwards,undervalued
908102140,9825,264,42.02086615826354,-93.67758435907253,1092,4,7,6,1,1966,1,0,3,1966,5,5,1092,-,1092,3,3,3,123000,204731.9249631005,-81731.9249631005,221 TODD CIR,Edwards,undervalued
908102170,10044,336,42.02066305806104,-93.67758147209969,1196,4,7,6,1,1968,1,0,3,1968,5,6,1196,-,1196,3,3,4,144000,210145.31022167543,-66145.31022167543,237 TODD CIR,Edwards,undervalued
908102260,9937,276,42.0211584,-93.6774686,1256,4,7,6,1,1965,1,1,3,1965,5,6,1256,-,1256,3,3,3,147500,210877.47544922875,-63377.47544922875,208 TODD CIR,Edwards,undervalued
908102270,9937,480,42.0211584,-93.6774686,1486,4,7,6,1,1964,1,0,3,1999,5,7,1486,-,1486,3,3,3,167000,216800.99628484846,-49800.99628484846,202 TODD CIR,Edwards,fair price
908102290,8877,288,42.02110348484849,-93.67640515151516,816,4,7,6,1,1938,1,0,2,1958,4,6,816,-,816,3,2,3,100000,197116.58947429713,-97116.58947429713,207 ABRAHAM DR,Edwards,undervalued
908102320,17755,528,42.020909424242426,-93.67640175757576,1466,4,7,6,1,1959,1,1,3,1959,5,4,1466,-,1466,2,3,3,149900,215553.84781673807,-65653.84781673807,231 ABRAHAM DR,Edwards,undervalued
908102330,8877,396,42.020343414141415,-93.67639185858586,1220,4,7,6,1,1951,1,0,2,1951,4,5,1220,-,836,3,3,2,102000,201920.38820348412,-99920.38820348412,301 ABRAHAM DR,Edwards,undervalued
908103090,8308,520,42.02110648484849,-93.67618415151516,1088,4,7,6,1,1963,1,0,2,1963,4,6,1088,-,1088,3,3,3,110000,200078.05825330637,-90078.05825330637,206 ABRAHAM DR,Edwards,undervalued
908103260,12102,504,42.02000289795919,-93.67364530612245,1033,4,7,6,1,1976,1,0,3,1976,5,5,1033,-,456,3,2,4,165000,200709.38794370226,-35709.387943702255,4117 APLIN RD,Edwards,fair price
908103280,6500,480,42.02000134693878,-93.67378595918368,1127,4,7,6,1,1976,1,1,3,1976,6,6,1127,-,1127,3,3,3,135000,212366.76642758746,-77366.76642758746,4125 APLIN RD,Edwards,undervalued
908103310,7840,0,42.020201,-93.675132,1012,4,7,6,1,1975,2,0,4,1975,6,5,1012,-,976,3,-,4,127500,207018.73264432437,-79518.73264432437,200 WELLONS DR 202,Edwards,undervalued
908103350,6305,352,42.02017885714286,-93.67535371428572,1096,4,7,6,1,1975,1,0,3,1975,6,6,1096,-,1008,3,3,3,125200,210045.8147287547,-84845.81472875469,215 WELLONS DR,Edwards,undervalued
908127040,10921,432,42.02108226530612,-93.67148963265306,960,4,7,6,1,1965,1,0,3,1965,4,5,960,-,960,3,3,3,94750,196742.82587216303,-101992.82587216303,205 DOTSON DR,Edwards,undervalued
908127050,16133,360,42.021015163265304,-93.67148908163266,1176,4,7,6,1,1969,1,0,2,1969,5,4,1176,-,1176,3,3,4,119900,207771.66263933096,-87871.66263933096,211 DOTSON DR,Edwards,undervalued
908127060,16287,576,42.02094806122449,-93.67148853061225,1351,4,7,6,1,1925,1,0,3,1950,5,6,901,450,901,3,3,3,122000,214339.84660183825,-92339.84660183825,217 DOTSON DR,Edwards,undervalued
908127070,8240,622,42.0208362244898,-93.6714876122449,1179,4,7,6,1,1960,1,0,2,1960,6,6,1179,-,1179,3,3,3,110000,211964.4071746567,-101964.40717465669,227 DOTSON DR,Edwards,undervalued
908127100,11841,0,42.01999567346939,-93.6718996122449,816,4,7,6,1,1990,1,0,3,1990,6,5,816,-,816,3,-,4,118500,201233.75734665323,-82733.75734665323,4025 APLIN RD,Edwards,undervalued
908127120,13907,0,42.020916755102036,-93.67310073469388,996,4,7,6,1,1940,1,0,3,1969,5,6,996,-,996,3,-,3,108000,204274.77726863368,-96274.77726863368,220 BEEDLE DR,Edwards,undervalued
908128050,10012,588,42.0197445912689,-93.67148147261673,1181,4,7,6,1,1972,2,0,3,1972,4,5,1181,-,1138,3,3,4,137500,204138.8568928101,-66638.85689281009,311 DOTSON DR,Edwards,undervalued
908128060,7301,672,42.018988,-93.6715721070941,1922,4,7,6,1,2003,3,0,4,2003,7,5,495,1427,0,4,3,-,198500,224837.37543637084,-26337.375436370843,4003 MARIGOLD DR,Edwards,fair price
908128100,7162,616,42.01899,-93.67181294858048,1724,4,7,6,1,2003,2,1,3,2004,7,5,806,918,796,4,3,4,196500,224763.75495840335,-28263.754958403355,4019 MARIGOLD DR,Edwards,fair price
908128110,6931,397,42.018990459199266,-93.67187315915312,1656,4,7,6,1,2003,2,1,3,2004,7,5,760,896,746,4,3,4,165400,222246.27361294275,-56846.27361294275,4023 MARIGOLD DR,Edwards,undervalued
908130020,8050,0,42.02106089795918,-93.67126844897959,914,4,7,6,1,2002,1,0,2,2002,6,5,914,-,914,4,-,4,117250,201632.02084873905,-84382.02084873905,206 DOTSON DR,Edwards,undervalued
908151040,9638,542,42.01901087755102,-93.67531048979592,1117,4,7,6,1,1977,1,0,3,1977,6,6,1117,-,1029,3,3,3,147000,211126.64357023872,-64126.643570238724,413 WELLONS CIR,Edwards,undervalued
908151050,7950,440,42.018735875,-93.67535741666667,1426,4,7,6,1,1977,1,1,3,1977,6,6,698,728,690,3,3,3,159500,214620.40129572566,-55120.401295725664,417 WELLONS DR,Edwards,undervalued
908152035,10682,544,42.01983928571428,-93.67360714285714,1149,4,7,6,1,1960,1,0,3,1971,4,6,1149,-,1014,3,3,3,127000,201934.84149323963,-74934.84149323963,4114 APLIN RD,Edwards,undervalued
908152060,6285,528,42.01983695918367,-93.67381812244898,1044,4,7,6,1,1976,1,0,3,1976,6,6,1044,-,960,3,3,3,133500,209165.92432884537,-75665.92432884537,4126 APLIN RD,Edwards,undervalued
908152070,7917,504,42.01978,-93.67514,1113,4,7,6,1,1976,1,1,3,1976,6,7,1113,-,1143,3,3,3,148000,213255.891712052,-65255.89171205199,300 WELLONS DR,Edwards,undervalued
908152110,7200,440,42.01879497674418,-93.67513790697674,1398,4,7,6,1,1976,1,1,3,2001,6,7,684,714,684,3,3,3,160500,215106.7758367129,-54606.77583671291,414 WELLONS DR,Edwards,undervalued
908152180,9555,579,42.0189009826657,-93.67439551930663,2233,4,7,6,1,1979,2,1,5,1979,5,6,1100,1133,0,3,3,-,141000,219934.0441675813,-78934.0441675813,407 JEFFREY LN 409,Edwards,undervalued
908152270,7024,451,42.01872699002386,-93.67328616654791,1132,4,7,6,1,2005,1,1,2,2005,4,5,1132,-,1132,4,3,4,176000,200188.88211797195,-24188.882117971953,415 BEEDLE DR,Edwards,fair price
908152280,7024,450,42.01875699429935,-93.67328652374167,1090,4,7,6,1,2005,1,1,2,2006,5,5,1090,-,1090,3,3,5,157000,203454.77449737815,-46454.77449737815,409 BEEDLE DR,Edwards,fair price
908152290,7023,489,42.01878699857484,-93.67328688093542,1408,4,7,6,1,2005,2,1,3,2006,5,5,734,674,734,3,3,4,171500,207248.7972470041,-35748.79724700411,403 BEEDLE DR,Edwards,fair price
908178050,11060,502,42.018824,-93.6715710248743,2314,4,7,6,1,2003,2,1,3,2005,7,5,1164,1150,1150,4,3,5,229000,238737.2098026752,-9737.209802675206,4002 MARIGOLD DR,Edwards,fair price
908186040,3675,525,42.01896239856682,-93.6701125847686,1072,4,7,6,1,2005,1,0,2,2005,6,5,1072,-,547,3,3,4,148000,203505.40311500436,-55505.40311500436,3905 MARIGOLD DR,Edwards,undervalued
908186050,3675,525,42.018963681474496,-93.67006654263754,1072,4,7,6,1,2005,1,0,2,2005,6,5,1072,-,547,4,3,4,140000,203845.92467022192,-63845.924670221924,3901 MARIGOLD DR,Edwards,undervalued
908186060,3675,525,42.01896305872155,-93.66928372102704,1072,4,7,6,1,2005,1,0,2,2005,5,5,1072,-,547,3,3,4,145000,198769.50551953854,-53769.505519538536,3833 MARIGOLD DR,Edwards,undervalued
908186080,3675,525,42.018961358192975,-93.66919161672237,1072,4,7,6,1,2005,1,0,2,2006,6,5,1072,-,547,3,3,4,145500,203680.34044708114,-58180.34044708114,3825 MARIGOLD DR,Edwards,undervalued
908186090,3675,525,42.01896050792869,-93.66914556457004,1072,4,7,6,1,2005,1,0,2,2006,6,5,1072,-,547,3,3,4,142500,203614.83794437852,-61114.83794437852,3821 MARIGOLD DR,Edwards,undervalued
908188110,2522,380,42.01879911680402,-93.66937326450353,1709,4,7,6,1,2004,2,0,3,2004,7,5,970,739,970,4,3,4,134000,221313.36762738758,-87313.36762738758,3838 MARIGOLD DR,Edwards,undervalued
908188120,2522,380,42.01879830182419,-93.66932676408315,1709,4,7,6,1,2004,2,0,3,2004,7,5,970,739,970,4,3,4,130000,221313.36762738758,-91313.36762738758,3834 MARIGOLD DR,Edwards,undervalued
908188130,2522,380,42.01879748684436,-93.66928026366276,1709,4,7,6,1,2004,2,0,3,2006,6,5,970,739,970,4,3,4,130000,216484.71353470013,-86484.71353470013,3830 MARIGOLD DR,Edwards,undervalued
908188140,2522,380,42.018796671864536,-93.66923376324236,1709,4,7,6,1,2004,2,0,3,2004,7,5,970,739,970,4,3,4,137500,221307.7198873752,-83807.71988737519,3826 MARIGOLD DR,Edwards,undervalued
908188150,3363,380,42.018795449394794,-93.66916401261177,1708,4,7,6,1,2004,2,0,3,2004,7,5,976,732,976,4,3,4,130000,221568.68306023884,-91568.68306023884,3820 MARIGOLD DR,Edwards,undervalued
908201040,9405,0,42.022373232949136,-93.66488768470606,698,4,7,6,1,1947,1,0,2,2008,5,9,698,-,698,3,-,3,118000,195905.7634290773,-77905.76342907731,117 S FRANKLIN AVE 119,Edwards,undervalued
908201120,12108,0,42.020221,-93.664918,1440,4,7,6,1,1955,2,0,4,1955,4,4,1440,-,1440,2,-,3,118000,205960.71308055223,-87960.71308055223,3411 TRIPP ST 3413,Edwards,undervalued
908203090,6410,320,42.0194388,-93.66634537502176,876,4,7,6,1,1959,1,0,3,1959,4,5,876,-,876,3,3,3,85000,193315.00622844734,-108315.00622844734,302 VILLAGE DR,Edwards,undervalued
908203100,6410,0,42.01961035,-93.66634920000001,960,4,7,6,1,1958,1,0,3,1958,4,5,960,-,960,3,-,3,90000,193425.6335489647,-103425.63354896469,308 VILLAGE DR,Edwards,undervalued
908204090,6400,392,42.018681900000004,-93.6663829759606,960,4,7,6,1,1959,1,0,2,2000,5,7,960,-,960,2,3,3,131750,201742.52343851555,-69992.52343851555,278 VILLAGE DR,Edwards,undervalued
908204160,6845,0,42.0195893,-93.6654029,1152,4,7,6,1,1955,2,0,2,1955,4,5,1152,-,0,3,-,-,82500,191230.348929436,-108730.348929436,238 VILLAGE DR 240,Edwards,undervalued
908204180,6882,0,42.02005709090909,-93.66493243181817,1152,4,7,6,1,1955,2,0,2,1955,4,3,1152,-,0,2,-,-,61500,188762.6388101446,-127262.63881014459,3412 TRIPP ST 3414,Edwards,undervalued
908208020,8546,440,42.0190848,-93.6676053,1121,4,7,6,1,2003,2,0,2,2004,4,5,1121,-,1121,3,3,4,140000,196986.6219753634,-56986.62197536341,301 SUNFLOWER DR,Edwards,undervalued
908225170,6931,0,42.02011791418733,-93.66201652254809,784,4,7,6,1,1955,1,0,2,1955,4,5,784,-,784,3,-,3,91900,192002.4974559975,-100102.49745599751,3319 TRIPP ST,Edwards,undervalued
908225180,6956,265,42.02011555074262,-93.66207773576618,936,4,7,6,1,1948,1,0,3,1950,4,7,624,312,624,3,3,2,97900,194978.98031332545,-97078.98031332545,3323 TRIPP ST,Edwards,undervalued
908225240,10215,248,42.02071514285714,-93.6635408367347,948,4,7,6,1,1954,1,0,3,1954,4,5,948,-,864,3,3,3,111000,195986.25898383002,-84986.25898383002,223 HILLTOP RD,Edwards,undervalued
908225290,11767,195,42.02042696117159,-93.66464522571768,1368,4,7,6,1,1950,1,0,3,1950,5,5,1368,-,1078,3,3,2,120000,211848.70099090523,-91848.70099090523,210 S FRANKLIN AVE,Edwards,undervalued
908225320,8741,220,42.021705410251386,-93.66465472502972,1487,4,7,6,1,1945,1,1,3,1950,6,4,798,689,735,3,3,3,113000,215012.53497097048,-102012.53497097048,148 S FRANKLIN AVE,Edwards,undervalued
908225370,8405,240,42.02215898209924,-93.66466268204026,1529,4,7,6,1,1945,2,0,4,1950,4,3,1088,441,0,3,3,-,98000,197924.04509732203,-99924.04509732203,126 S FRANKLIN AVE,Edwards,undervalued
908226130,12180,280,42.02159548979592,-93.66032375510204,924,4,7,6,1,1941,1,0,2,1950,4,4,672,252,672,2,3,4,80000,193896.2271718467,-113896.2271718467,3223 LETTIE ST,Edwards,undervalued
908226180,4270,0,42.022556599869965,-93.66149567643896,774,4,7,6,1,1931,1,0,3,2006,3,6,774,-,544,4,-,3,79000,185489.7332760443,-106489.73327604431,110 S WILMOTH AVE,Edwards,undervalued
908228010,10042,216,42.021432530612245,-93.66047273469387,865,4,7,6,1,1920,1,0,2,1995,6,8,740,125,660,3,3,3,108500,207022.39311076442,-98522.39311076442,3232 LETTIE ST,Edwards,undervalued
908228040,9738,392,42.021429673469385,-93.6602711632653,1221,4,7,6,1,1924,1,0,4,1950,5,7,949,272,784,3,3,3,104900,209366.94068107966,-104466.94068107966,3218 LETTIE ST,Edwards,undervalued
908229020,4060,0,42.02138447474748,-93.65922493939395,864,4,7,6,1,1922,1,0,2,1950,5,8,864,-,864,3,-,2,99900,200409.38976251765,-100509.38976251765,203 STATE AVE,Edwards,undervalued
908250030,10206,528,42.01803175,-93.6649803,944,4,7,6,1,1952,1,0,2,1952,3,3,944,-,0,2,3,-,82000,182086.58926612508,-100086.58926612508,409 S FRANKLIN AVE,Edwards,undervalued
908250040,8050,0,42.0180698,-93.66545537543936,1137,4,7,6,1,1947,1,1,4,1993,5,8,929,208,0,3,-,-,96000,198639.47696544856,-102639.47696544856,3413 COY ST,Edwards,undervalued
908250090,9520,286,42.01805245,-93.66655328915087,930,4,7,6,1,1953,1,0,2,1953,4,5,930,-,911,3,3,4,99000,196881.44429926804,-97881.44429926804,3505 COY ST,Edwards,undervalued
908275040,10926,0,42.019049253539436,-93.66462030543083,1678,4,7,6,1,1959,2,0,6,1959,5,5,1678,-,1678,3,-,3,119900,217007.09752159752,-97107.09752159752,402 S FRANKLIN AVE 404,Edwards,undervalued
908275090,11767,384,42.019569809325894,-93.66463091019885,1346,4,7,6,1,1910,1,1,2,2000,4,7,796,550,560,3,2,2,112000,204263.08158602184,-92263.08158602184,304 S FRANKLIN AVE,Edwards,undervalued
908275110,11767,313,42.0193813,-93.6644765,1560,4,7,6,1,1956,1,0,2,1956,5,5,1560,-,1150,3,3,3,103500,216105.5982891077,-112605.5982891077,246 S FRANKLIN AVE,Edwards,undervalued
908275130,11767,240,42.0197906,-93.664509,1200,4,7,6,1,1946,1,0,3,1995,5,6,768,432,768,3,3,3,130500,205683.00678104055,-75183.00678104055,234 S FRANKLIN AVE,Edwards,undervalued
908275180,8172,548,42.01984976319134,-93.66351284112656,1470,4,7,6,1,1954,2,0,4,1972,4,6,997,473,941,3,3,3,135000,207798.65024953103,-72798.65024953103,317 HILLTOP RD,Edwards,undervalued
908275200,8172,355,42.018913234963165,-93.66349621316733,768,4,7,6,1,1955,1,0,2,1955,4,5,768,-,768,3,3,3,125000,192436.90138570717,-67436.90138570717,403 HILLTOP RD,Edwards,undervalued
908275220,8172,572,42.01882610908847,-93.66349512094325,864,4,7,6,1,1955,1,0,2,1990,5,7,864,-,864,3,3,3,115000,200049.06409215907,-85049.06409215907,411 HILLTOP RD,Edwards,undervalued
908275280,16466,300,42.018542949995734,-93.66349157121499,1393,4,7,6,1,1955,1,1,3,1955,5,7,872,521,816,3,3,3,135500,212239.5765150451,-76739.5765150451,437 HILLTOP RD,Edwards,undervalued
908275290,16012,609,42.017731142857144,-93.66219771428571,1482,4,7,6,1,1954,2,0,3,1968,4,4,1482,-,954,3,3,3,125000,209601.65615215315,-84601.65615215315,3334 MORNINGSIDE ST,Edwards,undervalued
908275300,8562,364,42.017729714285714,-93.66214257142856,1526,4,7,6,1,1957,1,0,4,2002,5,6,1526,-,1216,3,3,3,144500,215879.65644812328,-71379.65644812328,3330 MORNINGSIDE ST,Edwards,undervalued
