,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income,PID,SalePrice
1950,1040,20,5,77.0,11500,1,1,0,3,0,4,0,15,2,2,0,2,6,4,1967,1967,1,0,6,6,2,0.0,1,4,1,3,2,1,4,872.0,3,60.0,108.0,1040.0,1,2,1,3,1040,0,0,1.0,0.0,1,0,3,1,4,6,2,1,1,1,1967.0,2,2.0,480.0,3,3,2,0,0,156,0,0,0,0,3,1,0,5,2009,9,4,1,5,42,42,4,2,535402270,163000
1951,1210,20,5,75.0,9533,1,1,3,3,0,4,0,15,2,2,0,2,5,5,1953,1953,3,0,13,14,1,140.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,0,1210,0,0,0.0,0.0,1,1,2,1,4,7,6,0,0,1,1953.0,3,2.0,616.0,3,3,2,208,0,100,0,0,0,0,3,1,0,8,2009,3,4,1,5,56,56,4,2,535353060,102900
1952,1691,20,5,90.0,9900,1,1,3,3,0,4,0,15,1,2,0,2,6,5,1967,1967,1,0,2,2,2,0.0,2,4,1,3,3,1,3,1173.0,1,0.0,507.0,1680.0,1,4,1,3,1691,0,0,1.0,0.0,1,0,2,1,4,5,6,0,0,1,1967.0,1,2.0,550.0,4,3,2,0,67,260,0,0,0,0,3,1,0,4,2009,9,4,1,5,42,42,4,2,534475250,175000
1953,914,20,5,0.0,17199,1,1,3,3,0,2,0,15,2,2,0,2,4,7,1961,1961,1,0,8,8,2,0.0,3,2,0,3,3,1,5,314.0,1,0.0,600.0,914.0,1,0,1,3,914,0,0,0.0,0.0,1,0,2,1,4,4,6,0,0,2,1961.0,1,2.0,270.0,2,3,2,140,0,0,0,0,0,0,2,1,0,7,2007,9,4,1,5,46,46,4,2,527425025,128000
1954,901,20,6,50.0,6000,1,1,3,3,0,0,0,20,2,2,0,2,4,7,1954,2000,1,0,8,8,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,901.0,901.0,1,0,1,3,901,0,0,0.0,0.0,1,0,2,1,4,4,6,0,0,5,1954.0,1,2.0,281.0,2,3,2,0,0,0,0,0,0,0,0,1,0,8,2008,9,4,0,5,54,8,5,6,902205140,107900
1955,1533,20,5,62.0,70761,1,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,6,9,9,2,0.0,3,4,1,4,3,3,5,655.0,1,0.0,878.0,1533.0,1,4,1,3,1533,0,0,1.0,0.0,2,0,2,1,2,5,6,2,3,1,1975.0,1,2.0,576.0,3,3,2,200,54,0,0,0,0,0,0,1,0,12,2006,9,4,0,4,31,31,8,6,906475200,280000
1956,2555,70,5,79.0,11526,1,1,0,0,0,4,1,6,2,2,0,3,6,7,1922,1994,1,0,8,8,2,0.0,3,4,0,5,3,1,1,0.0,1,0.0,588.0,588.0,1,1,1,3,1423,748,384,0.0,0.0,2,0,3,1,4,11,2,1,4,5,1922.0,3,2.0,672.0,3,3,2,431,0,0,0,0,0,0,0,1,0,9,2008,9,4,5,2,86,14,7,3,909251090,191000
1957,1056,20,5,80.0,9250,1,1,3,3,0,0,0,15,2,2,0,2,5,7,1954,2005,1,0,13,14,2,0.0,3,4,1,3,3,1,4,480.0,2,468.0,108.0,1056.0,1,4,1,3,1056,0,0,0.0,1.0,1,0,3,1,4,6,6,0,0,1,1954.0,1,2.0,260.0,3,3,2,390,0,0,0,0,0,0,0,1,0,7,2007,9,4,1,5,53,2,4,2,535155110,139400
1958,1422,20,5,63.0,9457,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1970,1990,1,0,8,8,2,0.0,3,4,1,3,3,1,5,566.0,1,0.0,359.0,925.0,1,4,1,3,1422,0,0,1.0,0.0,1,0,3,1,4,7,3,0,0,5,1970.0,1,2.0,576.0,3,3,2,252,0,0,0,0,0,0,2,1,0,9,2007,9,4,1,5,37,17,4,2,527403310,155000
1959,1553,60,5,63.0,7875,1,1,3,3,0,4,0,8,2,2,0,5,7,5,1996,1996,1,0,6,6,2,0.0,2,4,2,4,3,1,3,414.0,1,0.0,277.0,691.0,1,2,1,3,691,862,0,0.0,0.0,2,1,3,1,2,6,6,0,0,1,1996.0,3,2.0,420.0,3,3,2,0,44,0,0,0,0,0,0,1,0,8,2007,9,4,5,10,11,11,6,5,527162080,178750
1960,1524,40,5,0.0,23595,1,1,3,2,0,4,2,4,2,2,0,2,7,6,1979,1979,5,5,9,9,2,0.0,2,4,2,4,3,3,6,1258.0,1,0.0,74.0,1332.0,1,4,1,3,1332,192,0,2.0,0.0,0,1,0,1,2,4,6,1,3,1,1979.0,3,2.0,586.0,3,3,2,268,0,0,0,0,0,0,0,1,0,4,2010,9,4,0,4,31,31,8,6,905325030,260000
1961,1226,120,5,40.0,3876,1,1,0,3,0,4,0,9,2,2,3,2,8,5,1978,1978,1,0,13,9,2,0.0,2,4,1,4,3,3,6,652.0,3,526.0,48.0,1226.0,1,4,1,3,1226,0,0,1.0,0.0,1,0,1,1,2,4,6,1,3,1,1978.0,3,2.0,484.0,3,3,2,133,60,0,0,0,0,0,0,1,0,7,2006,9,4,6,7,28,28,9,5,533253160,170000
1962,990,20,5,65.0,8775,1,1,3,3,0,4,0,5,2,2,0,2,5,5,1994,1994,1,0,12,13,2,0.0,3,4,2,4,3,1,6,495.0,1,0.0,495.0,990.0,1,2,1,3,990,0,0,0.0,0.0,1,0,3,1,4,5,6,0,0,1,1994.0,1,2.0,299.0,3,3,2,0,64,0,0,0,0,0,0,1,0,4,2007,9,4,1,3,13,13,9,7,907125120,126000
1963,2180,50,6,60.0,10320,1,0,3,3,0,4,0,11,2,2,0,0,6,5,1915,1950,1,0,8,8,2,0.0,3,4,1,3,2,1,2,375.0,1,0.0,763.0,1138.0,1,2,1,3,1138,1042,0,0.0,0.0,1,1,3,1,4,7,6,1,4,5,1915.0,1,2.0,720.0,3,3,0,0,0,170,0,0,0,0,0,1,0,5,2007,9,4,0,6,92,57,3,6,903457040,161000
1964,1440,50,6,63.0,5000,1,1,3,3,0,0,0,20,2,2,0,0,5,4,1900,1950,1,0,13,14,2,0.0,3,4,0,3,3,1,1,0.0,1,0.0,540.0,540.0,1,2,0,0,889,551,0,0.0,0.0,1,0,3,1,4,6,6,0,0,1,1900.0,1,2.0,352.0,2,3,2,0,0,77,0,0,0,0,0,1,0,4,2006,9,4,0,5,106,56,5,6,902325160,79000
1965,1509,60,5,0.0,7861,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,0,12,13,2,0.0,2,4,2,4,3,1,6,457.0,1,0.0,326.0,783.0,1,0,1,3,807,702,0,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2002.0,3,2.0,393.0,3,3,2,100,75,0,0,0,0,0,0,1,0,6,2006,9,4,5,10,4,3,6,5,528235050,183200
1966,1958,60,2,85.0,10625,1,1,3,3,0,4,0,24,2,2,0,5,7,5,2005,2005,1,0,5,5,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,1026.0,1026.0,1,0,1,3,1026,932,0,0.0,0.0,2,1,3,1,2,9,6,1,4,1,2005.0,3,2.0,936.0,3,3,2,154,210,0,0,0,0,0,0,1,0,7,2008,9,4,6,7,3,3,9,5,528478040,250000
1967,1456,60,5,51.0,8029,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,0,12,13,2,0.0,3,4,2,4,3,1,1,0.0,1,0.0,728.0,728.0,1,0,1,3,728,728,0,0.0,0.0,2,1,3,1,2,8,6,0,0,1,2005.0,3,2.0,400.0,3,3,2,100,24,0,0,0,0,0,0,1,0,7,2008,9,4,5,10,3,3,6,5,528240040,176000
1968,2690,60,5,112.0,16451,1,1,0,3,0,0,0,19,2,2,0,5,8,5,2003,2003,1,0,12,13,1,221.0,2,4,2,5,3,3,1,0.0,1,0.0,1765.0,1765.0,1,0,1,3,1804,886,0,0.0,0.0,2,1,4,1,2,9,6,1,4,3,2003.0,3,2.0,795.0,3,3,2,268,58,0,0,0,0,0,0,1,0,7,2008,9,4,5,10,5,5,6,5,528178090,370000
1969,845,20,5,60.0,6600,1,1,3,3,0,4,0,14,2,2,0,2,5,6,1982,2005,1,0,6,9,2,0.0,3,4,1,3,3,1,6,638.0,1,0.0,207.0,845.0,1,2,1,3,845,0,0,0.0,0.0,1,0,3,1,2,6,6,0,0,1,1982.0,1,2.0,264.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,3,6,26,3,3,6,923277080,134500
1970,1362,70,6,60.0,6155,1,1,0,3,0,3,0,3,8,1,0,5,6,8,1920,1999,1,0,13,14,2,0.0,3,4,0,2,2,2,1,0.0,1,0.0,611.0,611.0,1,0,1,3,751,611,0,0.0,0.0,2,0,3,1,4,6,6,0,0,5,1920.0,3,2.0,502.0,3,2,2,0,0,84,0,0,0,0,0,1,0,6,2008,9,4,0,5,88,9,5,6,903235010,128000
1971,1178,20,5,0.0,11000,1,1,1,3,0,0,0,14,2,2,0,2,5,6,1976,2003,1,0,9,9,2,0.0,3,4,2,4,3,1,2,1090.0,1,0.0,0.0,1090.0,1,4,1,3,1178,0,0,1.0,0.0,1,1,3,1,4,6,6,0,0,1,1976.0,1,2.0,502.0,3,3,2,0,44,0,0,88,0,0,3,1,0,6,2007,9,4,3,6,31,4,3,6,923275010,135000
1972,1432,20,5,76.0,9139,1,1,0,3,0,4,0,24,2,2,0,2,8,5,2006,2006,3,0,12,13,3,206.0,2,4,2,5,3,4,6,379.0,1,0.0,1043.0,1422.0,1,0,1,3,1432,0,0,0.0,0.0,2,0,3,1,2,7,6,1,4,1,2006.0,3,2.0,492.0,3,3,2,297,50,0,0,0,0,0,0,1,0,9,2009,9,4,6,7,3,3,9,5,528439060,245000
1973,848,120,6,36.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,0,12,13,1,170.0,2,4,2,4,3,4,6,659.0,1,0.0,189.0,848.0,1,0,1,3,848,0,0,1.0,0.0,1,0,1,1,2,3,6,0,0,1,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,1,0,11,2007,9,4,1,3,4,4,9,7,907290140,131500
1974,1392,20,5,120.0,13560,1,1,3,3,0,0,0,15,2,2,0,2,6,3,1968,1968,3,0,13,14,1,216.0,3,4,1,2,2,1,1,0.0,1,0.0,1392.0,1392.0,1,2,1,3,1392,0,0,1.0,0.0,1,0,2,1,4,5,1,2,3,1,1968.0,2,2.0,576.0,3,3,2,0,0,240,0,0,0,0,0,1,0,7,2009,9,4,1,5,41,41,4,2,535126100,110000
1975,1540,50,5,55.0,7150,1,1,3,3,0,4,0,15,2,2,0,0,4,4,1955,1955,1,0,8,8,2,0.0,3,4,2,3,3,1,3,150.0,1,0.0,1040.0,1190.0,1,2,1,3,1040,500,0,1.0,0.0,1,0,4,1,1,7,6,0,0,5,1955.0,1,2.0,352.0,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,4,1,5,52,52,4,2,535325320,115000
1976,2320,60,5,0.0,14762,1,1,1,3,0,0,0,8,1,2,0,5,5,6,1948,1950,1,0,9,9,2,0.0,3,4,3,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,1,3,1547,720,53,0.0,0.0,2,0,2,1,4,7,6,1,3,1,1948.0,1,2.0,672.0,3,3,1,120,144,0,0,0,0,0,0,1,0,5,2006,9,4,5,10,58,56,6,5,527226010,169000
1977,1312,50,5,50.0,7500,1,1,3,3,0,4,0,15,2,2,0,0,6,6,1947,1950,1,0,12,13,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,784.0,784.0,1,0,1,0,900,412,0,0.0,0.0,1,1,3,1,4,6,6,0,0,5,1947.0,1,2.0,649.0,3,3,2,0,28,0,0,0,0,0,0,1,0,10,2006,9,4,1,5,59,56,4,2,535354130,127000
1978,864,30,5,45.0,8212,1,0,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,2,0.0,3,1,0,3,2,1,3,203.0,1,0.0,661.0,864.0,1,4,0,1,864,0,0,1.0,0.0,1,0,2,1,4,5,6,0,0,5,1914.0,1,2.0,200.0,3,2,2,0,0,96,0,0,0,0,0,1,0,6,2010,9,4,1,4,96,60,6,7,909101070,58500
1979,756,30,5,94.0,9259,1,1,3,3,0,0,0,22,1,2,0,2,4,4,1927,1950,1,0,13,14,2,0.0,3,4,0,2,3,1,1,0.0,1,0.0,660.0,660.0,1,4,0,3,756,0,0,0.0,0.0,1,0,2,1,4,4,6,0,0,5,1927.0,1,2.0,440.0,3,3,0,80,0,0,0,0,0,0,0,1,0,6,2010,9,4,5,2,83,60,5,5,905201030,85000
1980,1224,120,6,0.0,4500,1,1,3,3,0,2,0,14,2,2,4,2,6,5,1999,1999,3,0,12,13,1,425.0,3,4,2,5,3,1,6,883.0,1,0.0,341.0,1224.0,1,0,1,3,1224,0,0,1.0,0.0,2,0,2,1,4,5,6,0,0,1,1999.0,3,2.0,402.0,3,3,2,0,304,0,0,0,0,0,0,1,0,6,2009,9,4,3,6,10,10,3,6,923203190,165000
1981,1294,190,5,60.0,10800,1,0,3,3,0,4,0,20,2,2,1,5,4,7,1900,2000,1,0,8,8,2,0.0,3,4,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,0,0,694,600,0,0.0,0.0,2,0,3,2,4,7,6,0,0,6,0.0,0,0.0,0.0,0,0,0,220,114,210,0,0,0,0,0,1,0,8,2008,9,4,0,5,108,8,5,6,535383100,106250
1982,1686,60,5,65.0,7800,1,1,3,3,0,4,0,23,2,2,0,5,7,5,2005,2005,1,0,12,13,1,172.0,2,4,2,4,3,1,1,0.0,1,0.0,891.0,891.0,1,0,1,3,891,795,0,0.0,0.0,2,1,3,1,2,8,6,0,0,1,2005.0,3,2.0,462.0,3,3,2,144,101,0,0,0,0,0,0,1,0,4,2006,9,4,5,2,1,1,5,5,531376030,184000
1983,1251,45,6,50.0,6900,1,1,3,3,0,0,0,20,2,2,0,0,6,7,1938,2000,1,0,8,8,2,0.0,3,4,2,4,3,1,1,0.0,1,0.0,827.0,827.0,1,2,1,3,827,424,0,0.0,0.0,1,0,3,1,1,6,6,0,0,5,1938.0,1,2.0,240.0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,2010,9,4,0,5,72,10,5,6,902206130,119000
1984,2014,20,5,0.0,15676,1,1,0,2,0,4,0,27,2,2,0,2,8,8,1980,1980,1,0,12,13,1,115.0,2,2,1,4,4,3,5,1733.0,3,92.0,189.0,2014.0,1,2,1,3,2014,0,0,1.0,0.0,2,0,2,1,2,6,0,2,4,1,1980.0,2,2.0,864.0,3,3,2,462,0,0,255,0,0,0,3,1,0,4,2009,9,4,6,7,29,29,9,5,532478020,275000
1985,988,20,5,0.0,9945,1,1,0,3,0,4,0,22,2,2,0,2,5,5,1961,1961,3,0,13,14,1,57.0,3,4,1,3,3,1,3,827.0,1,0.0,161.0,988.0,1,4,1,3,988,0,0,1.0,0.0,1,0,3,1,4,5,6,0,0,5,1961.0,1,2.0,572.0,3,3,2,0,0,0,0,0,0,0,0,1,0,10,2007,9,4,5,2,46,46,5,5,532377140,128500
1986,1402,20,2,72.0,8640,1,1,3,3,0,4,0,24,2,2,0,2,7,5,2008,2008,3,0,12,13,2,0.0,2,4,2,4,3,1,1,0.0,1,0.0,1402.0,1402.0,1,0,1,3,1402,0,0,0.0,0.0,2,0,3,1,2,7,6,0,0,1,2008.0,2,2.0,625.0,3,3,2,205,126,0,0,0,0,0,0,1,0,5,2009,9,4,6,7,1,1,9,5,528458060,229800
1987,2497,20,5,94.0,17778,1,1,0,3,0,4,0,27,2,2,0,2,8,5,1981,1981,3,0,3,3,2,0.0,2,4,1,4,3,3,5,1632.0,3,829.0,0.0,2461.0,1,2,1,3,2497,0,0,1.0,0.0,2,0,2,1,2,7,6,2,4,1,1981.0,2,2.0,676.0,3,3,2,266,0,0,0,0,0,0,0,1,0,3,2007,9,4,6,7,26,26,9,5,533350020,373000
1988,1152,90,5,0.0,10547,1,1,0,3,0,4,0,7,2,2,2,6,5,5,1978,1978,1,0,9,9,2,0.0,3,4,2,4,4,3,6,1152.0,1,0.0,0.0,1152.0,1,4,1,3,1152,0,0,2.0,0.0,2,0,2,2,4,6,6,0,0,5,1978.0,1,2.0,252.0,3,2,0,0,0,0,0,0,0,0,0,1,0,7,2009,9,4,1,4,31,31,6,7,904301100,159900
1989,1044,20,5,78.0,10180,1,1,0,3,0,0,0,15,1,2,0,2,5,6,1968,1968,1,0,6,9,2,0.0,3,4,1,3,3,1,3,744.0,1,0.0,168.0,912.0,1,4,1,3,1044,0,0,0.0,1.0,1,1,3,1,4,5,6,1,2,1,1968.0,3,2.0,372.0,3,3,2,200,48,0,0,0,0,0,2,3,450,6,2008,9,4,1,5,40,40,4,2,535403010,139000
1990,816,20,5,60.0,6600,1,1,3,3,0,4,0,14,2,2,0,2,5,9,1982,2008,1,0,12,13,2,0.0,2,2,1,3,3,1,5,641.0,1,0.0,175.0,816.0,1,0,1,3,816,0,0,0.0,1.0,1,0,3,1,2,5,6,1,5,1,1982.0,1,2.0,264.0,3,3,2,0,0,0,0,0,0,0,3,1,0,10,2008,9,4,3,6,26,0,3,6,923277030,130500
1991,1321,120,5,35.0,5118,1,1,0,1,0,4,0,25,2,2,4,2,8,5,1990,1990,1,0,5,5,2,0.0,2,4,2,4,3,3,6,926.0,1,0.0,386.0,1312.0,1,2,1,3,1321,0,0,1.0,0.0,1,0,1,1,2,4,6,1,3,1,1990.0,2,2.0,484.0,3,3,2,0,64,140,0,0,0,0,0,1,0,8,2007,9,4,5,10,17,17,6,5,527184110,212000
1992,1056,20,5,70.0,8176,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1958,1992,1,0,13,14,2,0.0,3,4,1,3,3,1,3,846.0,1,0.0,210.0,1056.0,1,1,1,3,1056,0,0,1.0,0.0,1,0,3,1,4,6,6,0,0,1,1958.0,2,2.0,308.0,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,4,1,5,49,15,4,2,535152060,139000
1993,1983,60,5,0.0,10762,1,1,0,3,0,1,0,8,2,2,0,5,7,5,1999,1999,1,0,12,13,2,344.0,2,4,2,4,3,1,6,694.0,1,0.0,284.0,978.0,1,0,1,3,1005,978,0,0.0,0.0,2,1,3,1,2,9,6,1,3,1,1999.0,3,2.0,490.0,3,3,2,0,0,0,0,0,0,0,0,1,0,5,2009,9,4,5,10,10,10,6,5,527166010,225000
1994,1635,50,5,70.0,8737,1,1,0,0,0,4,0,3,2,2,0,0,6,7,1923,1950,1,0,3,14,2,0.0,3,4,0,4,3,1,3,300.0,1,0.0,765.0,1065.0,1,0,1,0,915,720,0,0.0,0.0,1,1,3,1,4,6,6,1,4,5,1923.0,1,2.0,440.0,3,3,2,0,38,0,144,0,0,0,0,1,0,5,2007,9,4,0,5,84,57,5,6,903206170,210000
1995,925,20,5,70.0,9100,1,1,3,3,0,4,0,15,2,2,0,2,5,6,1965,1965,1,0,12,13,2,0.0,3,4,1,3,3,1,4,338.0,3,466.0,121.0,925.0,1,0,1,3,925,0,0,0.0,1.0,1,0,2,1,4,5,6,0,0,5,1965.0,1,2.0,429.0,3,3,2,0,0,0,0,0,0,0,2,1,0,7,2009,9,4,1,5,44,44,4,2,534226120,117500
1996,1857,60,5,81.0,10530,1,1,3,3,0,4,0,17,3,2,0,5,7,5,1978,1978,1,0,9,9,1,68.0,3,4,1,3,3,1,1,0.0,1,0.0,945.0,945.0,1,4,1,3,945,912,0,0.0,0.0,2,1,4,1,4,8,6,1,3,1,1978.0,2,2.0,482.0,3,3,2,400,105,0,0,0,0,0,4,1,0,7,2006,9,4,1,6,28,28,2,6,527355060,188900
1997,1609,70,5,70.0,12320,1,1,0,1,0,4,0,6,2,2,0,5,7,7,1932,1990,1,0,13,14,2,0.0,3,4,0,3,3,1,1,0.0,1,0.0,637.0,637.0,1,0,1,3,959,650,0,0.0,0.0,1,1,3,1,2,8,6,2,4,0,1932.0,1,2.0,579.0,3,3,2,0,0,0,0,104,0,0,2,1,0,5,2006,9,4,5,2,74,16,7,3,909282060,199500
1998,1338,120,5,41.0,4920,1,1,3,3,0,4,0,25,2,2,4,2,8,5,2001,2001,1,0,5,5,2,0.0,2,4,2,4,3,2,6,616.0,1,0.0,722.0,1338.0,1,0,1,3,1338,0,0,1.0,0.0,2,0,2,1,2,6,6,0,0,1,2001.0,3,2.0,582.0,3,3,2,0,0,170,0,0,0,0,0,1,0,4,2010,9,4,5,10,9,9,6,5,527127150,213500
1999,2646,60,5,90.0,9900,1,1,3,2,0,4,1,18,2,2,0,5,7,5,1993,1993,1,0,6,6,1,256.0,2,4,2,4,3,3,6,987.0,1,0.0,360.0,1347.0,1,0,1,3,1372,1274,0,1.0,0.0,2,1,4,1,2,9,6,1,3,1,1993.0,2,2.0,656.0,3,3,2,340,60,144,0,0,0,0,0,1,0,4,2009,9,4,6,7,16,16,9,5,528365070,260000
2000,1801,20,5,100.0,15602,1,1,0,3,0,4,0,6,2,2,0,2,7,8,1959,1997,1,0,3,14,2,0.0,3,4,1,3,3,1,5,1247.0,1,0.0,254.0,1501.0,1,4,1,3,1801,0,0,1.0,0.0,2,0,1,1,4,6,6,2,3,1,1959.0,3,2.0,484.0,3,3,2,0,54,0,0,161,0,0,2,1,0,3,2010,9,4,5,2,51,13,7,3,909475140,289000
2001,1208,20,5,64.0,6762,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,0,12,13,3,24.0,2,4,2,4,3,4,6,686.0,1,0.0,501.0,1187.0,1,0,1,3,1208,0,0,1.0,0.0,2,0,2,1,2,6,6,0,0,1,2006.0,2,2.0,632.0,3,3,2,105,61,0,0,0,0,0,0,1,0,2,2010,9,4,1,3,4,4,9,7,906380190,206000
2002,1721,20,5,80.0,9736,1,1,3,3,0,4,0,15,1,2,0,2,6,6,1957,1969,1,0,13,14,1,289.0,3,4,1,3,3,1,4,668.0,3,138.0,525.0,1331.0,1,2,1,3,1721,0,0,0.0,0.0,1,0,4,1,4,8,6,3,3,1,1957.0,1,2.0,464.0,3,3,2,0,0,0,0,0,0,0,0,1,0,4,2007,9,4,1,5,50,38,4,2,535177110,174850
2003,1792,90,5,60.0,9000,1,1,3,3,0,2,0,15,2,2,2,5,5,5,1974,1974,1,0,12,13,2,0.0,3,4,1,4,3,1,1,0.0,1,0.0,896.0,896.0,1,4,1,3,896,896,0,0.0,0.0,2,2,4,2,4,8,6,0,0,6,0.0,0,0.0,0.0,0,0,2,32,45,0,0,0,0,0,0,1,0,9,2009,9,4,1,5,35,35,4,2,527401160,136000
2004,3608,75,6,90.0,22950,1,1,1,3,0,4,0,20,0,2,0,3,10,9,1892,1993,1,6,13,14,2,0.0,2,2,0,3,3,2,1,0.0,1,0.0,1107.0,1107.0,1,0,1,3,1518,1518,572,0.0,0.0,2,1,4,1,0,12,6,2,3,5,1892.0,1,2.0,840.0,5,3,2,0,260,0,0,410,0,0,4,1,0,6,2006,9,4,0,5,114,13,5,6,902400110,475000
2005,1725,60,5,80.0,11584,1,1,3,3,0,4,0,17,2,2,0,7,7,6,1979,1979,3,0,6,6,1,96.0,3,4,1,3,3,1,6,315.0,3,110.0,114.0,539.0,1,4,1,3,1040,685,0,0.0,0.0,2,1,3,1,4,6,6,1,3,1,1979.0,2,2.0,550.0,3,3,2,0,88,216,0,0,0,0,0,1,0,11,2007,9,4,1,6,28,28,2,6,527353080,197000
2006,964,20,5,76.0,8243,1,1,0,3,0,1,0,15,2,2,0,2,5,7,1961,1961,1,0,12,13,1,56.0,3,2,1,3,3,1,5,700.0,1,0.0,264.0,964.0,1,0,1,3,964,0,0,0.0,0.0,1,0,3,1,4,5,6,1,2,5,1961.0,3,2.0,784.0,3,3,2,170,0,0,0,0,0,0,4,1,0,2,2007,9,4,1,5,46,46,4,2,534278170,137500
2007,1208,20,5,0.0,11250,1,1,0,3,0,4,0,27,2,2,0,2,6,6,1977,1977,1,0,9,9,2,0.0,2,4,1,4,3,1,5,767.0,1,0.0,441.0,1208.0,1,4,1,3,1208,0,0,1.0,0.0,1,1,3,1,4,6,6,1,3,1,1977.0,2,2.0,546.0,3,3,2,198,42,0,0,0,0,0,0,1,0,6,2006,9,4,6,7,29,29,9,5,533252020,165000
2008,2034,20,5,200.0,43500,1,1,3,3,0,4,0,14,0,2,0,2,3,5,1953,1953,1,0,8,8,2,0.0,3,4,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,0,1,3,2034,0,0,0.0,0.0,1,0,2,1,4,9,2,0,0,0,1953.0,2,2.0,1041.0,3,3,0,483,266,0,0,0,561,2,4,1,0,6,2007,9,4,3,6,54,54,3,6,923202220,130000
2009,1989,60,5,90.0,11367,1,1,3,3,0,0,0,5,2,2,0,5,8,5,2002,2002,1,0,12,13,1,210.0,2,4,2,4,3,2,6,932.0,1,0.0,133.0,1065.0,1,0,1,3,1091,898,0,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2002.0,3,2.0,586.0,3,3,2,199,60,0,0,0,0,0,0,1,0,11,2006,9,4,1,3,4,4,9,7,907251100,255000
2010,1040,20,5,60.0,7200,1,1,3,3,0,4,0,15,2,2,0,2,5,7,1950,1950,3,0,13,14,2,0.0,3,4,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,4,1,1,1040,0,0,0.0,0.0,1,0,2,1,4,5,6,0,0,5,1950.0,1,2.0,625.0,3,3,2,0,0,0,0,0,0,0,0,1,0,6,2006,9,4,1,5,56,56,4,2,535451190,109500
2011,1323,50,6,57.0,9184,1,0,3,3,0,4,0,20,0,2,0,0,5,7,1948,2005,1,0,14,15,2,0.0,3,4,0,3,3,1,1,0.0,1,0.0,780.0,780.0,1,0,1,3,948,375,0,0.0,0.0,1,0,3,1,4,6,6,0,0,5,1948.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2008,9,4,0,5,60,3,5,6,902103150,122600
2012,864,20,6,60.0,7200,1,0,3,3,0,4,0,20,2,2,0,2,4,5,1950,1950,1,0,8,8,2,0.0,3,4,1,3,3,1,1,0.0,1,0.0,576.0,576.0,1,0,1,3,864,0,0,0.0,0.0,1,0,2,1,4,5,6,0,0,5,1950.0,2,2.0,528.0,3,3,2,0,0,0,0,115,0,0,0,1,0,8,2006,0,4,0,5,56,56,5,6,902128020,105000
2013,1361,70,1,60.0,5280,1,1,3,3,0,0,0,11,1,2,0,5,4,7,1895,1950,1,0,13,14,2,0.0,3,4,4,1,2,1,1,0.0,1,0.0,173.0,173.0,1,0,0,3,825,536,0,0.0,0.0,1,0,2,1,4,6,6,0,0,5,1895.0,1,2.0,185.0,2,3,2,0,123,0,0,0,0,0,0,1,0,7,2008,9,4,0,6,113,58,3,6,911102090,89000
